sentence,sentiment,tokenized_text,emoji to text,emoji to text + stopwords
gà ở đây rất ngon,neutral,gà ở đây rất ngon,gà ở đây rất ngon,gà ngon
cũng ok👍🏻,positive,cũng ok👍🏻,cũng ok:thích làm sáng màu da:,ok:thích màu da:
rộng rãi thoải mái,positive,rộng_rãi thoải_mái,rộng_rãi thoải_mái,rộng_rãi thoải_mái
thoáng mát,positive,thoáng mát,thoáng mát,thoáng mát
"thức ăn nhanh nên không có ý kiến gì. chỉ là món khoai tây chiên xuất sắc, luôn giòn, ngon mỗi khi gọi. có khu vui chơi cho bé nên rất tiện",positive,"thức_ăn nhanh nên không có ý_kiến gì . chỉ là món khoai_tây chiên xuất_sắc , luôn giòn , ngon mỗi khi gọi . có khu vui_chơi cho bé nên rất tiện","thức_ăn nhanh nên không có ý_kiến gì . chỉ là món khoai_tây chiên xuất_sắc , luôn giòn , ngon mỗi khi gọi . có khu vui_chơi cho bé nên rất tiện",thức_ăn ý_kiến món khoai_tây chiên xuất_sắc giòn ngon gọi khu vui_chơi bé tiện
nó tốt,positive,nó tốt,nó tốt,
"nhân viên thân thiện, cơ sở sang xịn.",positive,"nhân_viên thân_thiện , cơ_sở sang xịn .","nhân_viên thân_thiện , cơ_sở sang xịn .",nhân_viên thân_thiện cơ_sở xịn
tốt. đội ngũ hỗ trợ rất đáng yêu,positive,tốt . đội_ngũ hỗ_trợ rất đáng yêu,tốt . đội_ngũ hỗ_trợ rất đáng yêu,đội_ngũ hỗ_trợ yêu
thỉnh thoảng hay ngồi,positive,thỉnh_thoảng hay ngồi,thỉnh_thoảng hay ngồi,thỉnh_thoảng
có rất nhiều chỗ ngồi bên trong và bên ngoài để bạn luôn có thể tìm thấy một chỗ ngồi có sẵn ở đó mặc dù cửa hàng thường đông đúc. họ có dịch vụ lái xe để lấy thứ tự mà tôi thấy rất thuận tiện.,positive,có rất nhiều chỗ ngồi bên trong và bên ngoài để bạn luôn có_thể tìm thấy một chỗ ngồi có sẵn ở đó mặc_dù cửa_hàng thường đông_đúc . họ có dịch_vụ lái_xe để lấy thứ_tự mà tôi thấy rất thuận_tiện .,có rất nhiều chỗ ngồi bên trong và bên ngoài để bạn luôn có_thể tìm thấy một chỗ ngồi có sẵn ở đó mặc_dù cửa_hàng thường đông_đúc . họ có dịch_vụ lái_xe để lấy thứ_tự mà tôi thấy rất thuận_tiện .,chỗ có_thể chỗ sẵn mặc_dù cửa_hàng đông_đúc dịch_vụ lái_xe thứ_tự thuận_tiện
dichn vụ tuyệt vời,positive,dichn vụ tuyệt_vời,dichn vụ tuyệt_vời,dichn vụ tuyệt_vời
phong cách việt nam của mcdonald thường xuyên. nơi rất đẹp cho những người thích đồ ăn vặt.,positive,phong_cách việt_nam của mcdonald thường_xuyên . nơi rất đẹp cho những người thích đồ_ăn vặt .,phong_cách việt_nam của mcdonald thường_xuyên . nơi rất đẹp cho những người thích đồ_ăn vặt .,phong_cách việt_nam mcdonald thường_xuyên đẹp đồ_ăn vặt
ok ngon,positive,ok ngon,ok ngon,ok ngon
rất tuyệt vời,positive,rất tuyệt_vời,rất tuyệt_vời,tuyệt_vời
toilet quá hôi,negative,toilet quá hôi,toilet quá hôi,toilet hôi
thich thôi,positive,thich thôi,thich thôi,thich
thuận tiện đi lại. cafe ngon.,positive,thuận_tiện đi_lại . cafe ngon .,thuận_tiện đi_lại . cafe ngon .,thuận_tiện đi_lại cafe ngon
bữa ăn 135k,positive,bữa ăn 135k,bữa ăn 135k,135k
"ngon, có khuyến mãi ăn sáng tiết kiệm rất hay, kéo dài",positive,"ngon , có khuyến_mãi ăn sáng tiết_kiệm rất hay , kéo_dài","ngon , có khuyến_mãi ăn sáng tiết_kiệm rất hay , kéo_dài",ngon khuyến_mãi tiết_kiệm kéo_dài
"có máy tự order và tự thanh toán ở gần quầy order. có chỗ tự mua mang về khi đi otô mà order qua microphone chứ không có bạn đứng trực order, sau đó chạy lên kiot khác thanh toán rồi chạy thêm kiot nữa nhận đồ ăn",positive,"có máy tự order và tự thanh_toán ở gần quầy order . có chỗ tự mua mang về khi đi otô mà order qua microphone chứ không có bạn đứng trực order , sau đó chạy lên kiot khác thanh_toán rồi chạy thêm kiot nữa nhận đồ_ăn","có máy tự order và tự thanh_toán ở gần quầy order . có chỗ tự mua mang về khi đi otô mà order qua microphone chứ không có bạn đứng trực order , sau đó chạy lên kiot khác thanh_toán rồi chạy thêm kiot nữa nhận đồ_ăn",máy order thanh_toán quầy order chỗ mua otô order microphone đứng trực order chạy kiot thanh_toán chạy kiot đồ_ăn
đắt hơn các quốc gia khác.,negative,đắt hơn các quốc_gia khác .,đắt hơn các quốc_gia khác .,đắt quốc_gia
"quán không sạch sẽ, không gian ngòai không ai dọn dẹp, chỉ phục vụ hamburger vào giờ trưa",negative,"quán không sạch_sẽ , không_gian ngoài không ai dọn_dẹp , chỉ phục_vụ hamburger vào giờ trưa","quán không sạch_sẽ , không_gian ngoài không ai dọn_dẹp , chỉ phục_vụ hamburger vào giờ trưa",quán sạch_sẽ không_gian dọn_dẹp phục_vụ hamburger trưa
không thích chỗ này,negative,không thích chỗ này,không thích chỗ này,chỗ
gà ngon . hơi nhỏ.,positive,gà ngon . hơi nhỏ .,gà ngon . hơi nhỏ .,gà ngon hơi
không gian sang trọng,positive,không_gian sang_trọng,không_gian sang_trọng,không_gian sang_trọng
tiên lơi. phuc vu nhiêt tinh.,positive,tiên lơi . phuc vu nhiêt tinh .,tiên lơi . phuc vu nhiêt tinh .,tiên lơi phuc vu nhiêt tinh
cafe ngon,neutral,cafe ngon,cafe ngon,cafe ngon
bé rất thích,positive,bé rất thích,bé rất thích,bé
ngon,positive,ngon,ngon,ngon
"thoáng mát, rộng rãi, dịch vụ tốt...",positive,"thoáng mát , rộng_rãi , dịch_vụ tốt ...","thoáng mát , rộng_rãi , dịch_vụ tốt ...",thoáng mát rộng_rãi dịch_vụ ...
24 người bị đau bụng,negative,24 người bị đau bụng,24 người bị đau bụng,24 đau bụng
lần cuối cùng tôi ở mcdonald có lẽ 15 năm trước. nhiều thứ đã thay đổi. bây giờ họ có máy tính với màn hình cảm ứng để đặt món ăn. mỗi máy tính có 2 nhân viên để giải thích cho khách hàng về cách thức hoạt động của nó. sau khi nó cần phải trả cho một trong 3 nhân viên thu ngân cho đơn đặt hàng. điều này là tốt,positive,lần cuối_cùng tôi ở mcdonald có_lẽ 15 năm trước . nhiều thứ đã thay_đổi . bây_giờ họ có máy_tính với màn_hình cảm_ứng để đặt món ăn . mỗi máy_tính có 2 nhân_viên để giải_thích cho khách_hàng về cách_thức hoạt_động của nó . sau khi nó cần phải trả cho một trong 3 nhân_viên thu_ngân cho đơn đặt_hàng . điều này là tốt,lần cuối_cùng tôi ở mcdonald có_lẽ 15 năm trước . nhiều thứ đã thay_đổi . bây_giờ họ có máy_tính với màn_hình cảm_ứng để đặt món ăn . mỗi máy_tính có 2 nhân_viên để giải_thích cho khách_hàng về cách_thức hoạt_động của nó . sau khi nó cần phải trả cho một trong 3 nhân_viên thu_ngân cho đơn đặt_hàng . điều này là tốt,mcdonald có_lẽ 15 thay_đổi bây_giờ máy_tính màn_hình cảm_ứng món máy_tính 2 nhân_viên giải_thích khách_hàng cách_thức hoạt_động 3 nhân_viên thu_ngân đơn đặt_hàng
ngon. rộng rãi có khu vui chơi thiếu nhi ở trên lầu.,positive,ngon . rộng_rãi có khu vui_chơi thiếu_nhi ở trên lầu .,ngon . rộng_rãi có khu vui_chơi thiếu_nhi ở trên lầu .,ngon rộng_rãi khu vui_chơi thiếu_nhi lầu
rất ok,positive,rất ok,rất ok,ok
nhân viên phục vụ tệ. chương trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân viên giới thiệu. khi khách mang phiếu tính tiền đến đổi ly coca thì nhân viên tỏ vẻ khó chịu. cho khách đợi 10p mà không phản hồi. sau 10p đưa ly cũng không thân thiện hơn. nhân viên quản lý kém thân thiện hơn người quét dọn.,negative,nhân_viên phục_vụ tệ . chương_trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân_viên giới_thiệu . khi khách mang phiếu tính tiền đến đổi ly coca thì nhân_viên tỏ_vẻ khó_chịu . cho khách đợi 10p mà không phản_hồi . sau 10p đưa ly cũng không thân_thiện hơn . nhân_viên quản_lý kém thân_thiện hơn người quét_dọn .,nhân_viên phục_vụ tệ . chương_trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân_viên giới_thiệu . khi khách mang phiếu tính tiền đến đổi ly coca thì nhân_viên tỏ_vẻ khó_chịu . cho khách đợi 10p mà không phản_hồi . sau 10p đưa ly cũng không thân_thiện hơn . nhân_viên quản_lý kém thân_thiện hơn người quét_dọn .,nhân_viên phục_vụ tệ chương_trình tặng ly coca mua 2 khoai nhân_viên giới_thiệu phiếu tiền đổi ly coca nhân_viên tỏ_vẻ khó_chịu đợi 10p phản_hồi 10p ly thân_thiện nhân_viên quản_lý kém thân_thiện quét_dọn
rộng và sạch sẽ,positive,rộng và sạch_sẽ,rộng và sạch_sẽ,rộng sạch_sẽ
quan an sach se,positive,quan an sach se,quan an sach se,quan an sach se
duyệt,positive,duyệt,duyệt,duyệt
"bãi đậu xe được bao gồm, hoàn toàn về phía tây. thêm vào đó, mustang",positive,"bãi đậu xe được bao_gồm , hoàn_toàn về phía tây . thêm vào đó , mustang","bãi đậu xe được bao_gồm , hoàn_toàn về phía tây . thêm vào đó , mustang",bãi đậu xe bao_gồm hoàn_toàn tây mustang
hambuger tuyet voi,positive,hambuger tuyet voi,hambuger tuyet voi,hambuger tuyet voi
món ăn ngon miệng và có chỗ đậu xe,positive,món ăn ngon_miệng và có chỗ đậu xe,món ăn ngon_miệng và có chỗ đậu xe,món ngon_miệng chỗ đậu xe
mua burger combo for 3 nhận về toàn gà. lừa đảo thiệt,negative,mua burger combo for 3 nhận về toàn gà . lừa_đảo thiệt,mua burger combo for 3 nhận về toàn gà . lừa_đảo thiệt,mua burger combo for 3 toàn gà lừa_đảo thiệt
giá cả rõ ràng và có chỗ đậu xe hơi,positive,giá_cả rõ_ràng và có chỗ đậu xe_hơi,giá_cả rõ_ràng và có chỗ đậu xe_hơi,giá_cả chỗ đậu xe_hơi
ngon chất lượng,positive,ngon chất_lượng,ngon chất_lượng,ngon chất_lượng
quán rộng vị trí ngay vòng xoay dễ tìm.,positive,quán rộng vị_trí ngay vòng xoay dễ tìm .,quán rộng vị_trí ngay vòng xoay dễ tìm .,quán rộng vị_trí vòng xoay
ngon và thuận tiện,positive,ngon và thuận_tiện,ngon và thuận_tiện,ngon thuận_tiện
"mình đi 3 đứa, order 1 phần 20 miếng nuggests ăn xong còn chưa đã chưa no, order thêm 1 phần nữa là vừa đủ bụng luôn nha 😅 nuggest vừa chiên xong còn nóng hổi, vỏ ngoài giòn giòn, thịt vẫn mềm không bị khô cứng, chiên vừa chín tới nên màu sắc tươi đều, thơm ngào ngạt, ăn rất ghiền luôn mình thích mc donald vì có nhiều sốt ăn không bị ngán. riêng phần nuggest này còn được thêm 3 hộp sốt 2 loại khác, không có trên quầy sốt đâu. mình thấy 1 loại ngon, 1 loại không ngon. buồn mỗi điều giá cả hơi mắc, nhiều khi thích lắm mà không nỡ đi ăn nhiều. nhưng vì là thương hiệu nổi tiếng nên đành chịu vậy 😂😂 sau những lần lui tới tại đây mình đã tìm được khung giờ vàng để luôn có thể thưởng thức những miếng gà tươi ngon và khoai tây ướp muối chiên sợi giòn tan thơm nức. mình rất thích hamburger ở mcdonals, bánh mềm, bùi, càng nhai càng thơm không như ở những quán ăn nhanh khác. thật sự bên đây gà khá ngon. da gà dòn và thơm. thịt gà thì mền thấm vị không bị khô. khoai tây ở đây khá ngon. ở đây còn có nhiều loại nước chấm. có cả mayonnaise mù tạc vàng nữa. latte ở đây khá ngon. cũng phải mgang hoặc hơn starbuck.",positive,"mình đi 3 đứa , order 1 phần 20 miếng nuggests ăn xong còn chưa đã chưa no , order thêm 1 phần nữa là vừa đủ bụng luôn nha 😅 nuggest vừa chiên xong còn nóng_hổi , vỏ ngoài giòn giòn , thịt vẫn mềm không bị khô_cứng , chiên vừa chín_tới nên màu_sắc tươi đều , thơm ngào_ngạt , ăn rất ghiền luôn mình thích mc donald vì có nhiều sốt ăn không bị ngán . riêng phần nuggest này còn được thêm 3 hộp sốt 2 loại khác , không có trên quầy sốt đâu . mình thấy 1 loại ngon , 1 loại không ngon . buồn mỗi điều giá_cả hơi mắc , nhiều khi thích lắm mà không nỡ đi ăn nhiều . nhưng vì là thương_hiệu nổi_tiếng nên đành chịu vậy 😂😂 sau những lần lui_tới tại đây mình đã tìm được khung giờ vàng để luôn có_thể thưởng_thức những miếng gà tươi ngon và khoai_tây ướp muối chiên sợi giòn_tan thơm_nức . mình rất thích hamburger ở mcdonals , bánh mềm , bùi_, càng nhai càng thơm không như ở những quán ăn nhanh khác . thật_sự bên đây gà khá ngon . da_gà dòn và thơm . thịt gà thì mền thấm vị không bị khô . khoai_tây ở đây khá ngon . ở đây còn có nhiều loại nước_chấm . có cả mayonnaise mù tạc vàng nữa . latte ở đây khá ngon . cũng phải mgang hoặc hơn starbuck .","mình đi 3 đứa , order 1 phần 20 miếng nuggests ăn xong còn chưa đã chưa no , order thêm 1 phần nữa là vừa đủ bụng luôn nha :mặt cười đầy mồ hôi: nuggest vừa chiên xong còn nóng_hổi , vỏ ngoài giòn giòn , thịt vẫn mềm không bị khô_cứng , chiên vừa chín_tới nên màu_sắc tươi đều , thơm ngào_ngạt , ăn rất ghiền luôn mình thích mc donald vì có nhiều sốt ăn không bị ngán . riêng phần nuggest này còn được thêm 3 hộp sốt 2 loại khác , không có trên quầy sốt đâu . mình thấy 1 loại ngon , 1 loại không ngon . buồn mỗi điều giá_cả hơi mắc , nhiều khi thích lắm mà không nỡ đi ăn nhiều . nhưng vì là thương_hiệu nổi_tiếng nên đành chịu vậy :khuôn mặt với những giọt nước mắt của niềm vui::khuôn mặt với những giọt nước mắt của niềm vui: sau những lần lui_tới tại đây mình đã tìm được khung giờ vàng để luôn có_thể thưởng_thức những miếng gà tươi ngon và khoai_tây ướp muối chiên sợi giòn_tan thơm_nức . mình rất thích hamburger ở mcdonals , bánh mềm , bùi_, càng nhai càng thơm không như ở những quán ăn nhanh khác . thật_sự bên đây gà khá ngon . da_gà dòn và thơm . thịt gà thì mền thấm vị không bị khô . khoai_tây ở đây khá ngon . ở đây còn có nhiều loại nước_chấm . có cả mayonnaise mù tạc vàng nữa . latte ở đây khá ngon . cũng phải mgang hoặc hơn starbuck .","3 order 1 20 miếng nuggests xong no order 1 bụng nha :mặt cười mồ hôi: nuggest chiên xong nóng_hổi vỏ giòn giòn thịt mềm khô_cứng chiên chín_tới màu_sắc tươi thơm ngào_ngạt ghiền mc donald sốt ngán nuggest 3 hộp sốt 2 quầy sốt 1 ngon 1 ngon buồn giá_cả hơi mắc lắm nỡ thương_hiệu nổi_tiếng đành :khuôn mặt giọt mắt niềm vui::khuôn mặt giọt mắt niềm vui: lui_tới khung vàng có_thể thưởng_thức miếng gà tươi ngon khoai_tây ướp muối chiên sợi giòn_tan thơm_nức hamburger mcdonals bánh mềm bùi_, nhai thơm quán gà ngon da_gà dòn thơm thịt gà mền thấm vị khô khoai_tây ngon nước_chấm mayonnaise mù tạc vàng latte ngon mgang starbuck"
"quan thoang, rông, quang canh ok.",neutral,"quan thoang , rông , quang canh ok .","quan thoang , rông , quang canh ok .",quan thoang rông quang canh ok
"luôn luôn như thế này. mỗi khi họ không đặt đủ khoai tây chiên, hoặc đặt kích thước trung bình thay vì lớn. bạn đang làm phiền tôi tôi yêu cầu khoai tây chiên",negative,"luôn_luôn như thế_này . mỗi khi họ không đặt đủ khoai_tây chiên , hoặc đặt kích_thước trung_bình thay_vì lớn . bạn đang làm_phiền tôi tôi yêu_cầu khoai_tây chiên","luôn_luôn như thế_này . mỗi khi họ không đặt đủ khoai_tây chiên , hoặc đặt kích_thước trung_bình thay_vì lớn . bạn đang làm_phiền tôi tôi yêu_cầu khoai_tây chiên",luôn_luôn thế_này khoai_tây chiên kích_thước trung_bình thay_vì làm_phiền yêu_cầu khoai_tây chiên
ở đây công nghệ 4.0 vô rồi oder khỏe lắm không cần vô nhà hàng tự động hết,positive,ở đây công_nghệ 4.0 vô rồi oder khoẻ lắm không cần vô nhà_hàng tự_động hết,ở đây công_nghệ 4.0 vô rồi oder khoẻ lắm không cần vô nhà_hàng tự_động hết,công_nghệ 4.0 vô oder khoẻ lắm vô nhà_hàng tự_động
ngon bổ rẻ,positive,ngon bổ rẻ,ngon bổ rẻ,ngon bổ rẻ
chế độ xem đẹp và một ổ đĩa thuận tiện thông qua,positive,chế_độ xem đẹp và một ổ_đĩa thuận_tiện thông_qua,chế_độ xem đẹp và một ổ_đĩa thuận_tiện thông_qua,chế_độ đẹp ổ_đĩa thuận_tiện thông_qua
"đã ghé thăm 3 lần. thực sự rất thích. tuy nhiên, tôi không thích đồ dưa chua bên trong hamburger. những thứ khác là tốt",positive,"đã ghé thăm 3 lần . thực_sự rất thích . tuy_nhiên , tôi không thích đồ dưa chua bên trong hamburger . những thứ khác là tốt","đã ghé thăm 3 lần . thực_sự rất thích . tuy_nhiên , tôi không thích đồ dưa chua bên trong hamburger . những thứ khác là tốt",ghé thăm 3 tuy_nhiên đồ dưa chua hamburger
thật tuyệt ...,positive,thật tuyệt ...,thật tuyệt ...,tuyệt ...
"đồ ăn ngon, nóng, phục vụ tốt và nhiệt tình. giá cả kg lệch so với các fastfood khác. chắc chắn sẽ ghé lại",positive,"đồ_ăn ngon , nóng , phục_vụ tốt và nhiệt_tình . giá_cả kg lệch so với các fastfood khác . chắc_chắn sẽ ghé lại","đồ_ăn ngon , nóng , phục_vụ tốt và nhiệt_tình . giá_cả kg lệch so với các fastfood khác . chắc_chắn sẽ ghé lại",đồ_ăn ngon nóng phục_vụ nhiệt_tình giá_cả kg lệch fastfood chắc_chắn ghé
"burger tạm ổn nhưng cơm bò, cơm trứng thì dở tệ, ngọt ngọt như ăn chè xôi ấy hic",neutral,"burger tạm ổn nhưng cơm bò , cơm trứng thì dở tệ , ngọt ngọt như ăn chè xôi ấy hic","burger tạm ổn nhưng cơm bò , cơm trứng thì dở tệ , ngọt ngọt như ăn chè xôi ấy hic",burger tạm ổn cơm bò cơm trứng dở tệ chè xôi hic
tạm được,positive,tạm được,tạm được,tạm
ăn được. quán ngồi sạch sẽ lịch sự. bãi đậu xe thì vô tư. khoái vụ này thôi.,positive,ăn được . quán ngồi sạch_sẽ lịch_sự . bãi đậu xe thì vô_tư . khoái vụ này thôi .,ăn được . quán ngồi sạch_sẽ lịch_sự . bãi đậu xe thì vô_tư . khoái vụ này thôi .,quán sạch_sẽ lịch_sự bãi đậu xe vô_tư khoái vụ
lịch sự vui vẻ nhân viên chuyên nghiệp,positive,lịch_sự vui_vẻ nhân_viên chuyên_nghiệp,lịch_sự vui_vẻ nhân_viên chuyên_nghiệp,lịch_sự vui_vẻ nhân_viên chuyên_nghiệp
nơi tốt để gặp gỡ và ăn uống.,positive,nơi tốt để gặp_gỡ và ăn_uống .,nơi tốt để gặp_gỡ và ăn_uống .,gặp_gỡ ăn_uống
nhà hàng mcdonald phục vụ các loại nước uống và thức ăn nhanh.,positive,nhà_hàng mcdonald phục_vụ các loại nước uống và thức_ăn nhanh .,nhà_hàng mcdonald phục_vụ các loại nước uống và thức_ăn nhanh .,nhà_hàng mcdonald phục_vụ uống thức_ăn
nhanh chuyên nghiêp,positive,nhanh chuyên nghiêp,nhanh chuyên nghiêp,chuyên nghiêp
vui ve thư tự,positive,vui ve thư tự,vui ve thư tự,vui ve thư
ngon,positive,ngon,ngon,ngon
thơ mộng đẹp lý tưởng tâm sự,positive,thơ_mộng đẹp lý_tưởng tâm_sự,thơ_mộng đẹp lý_tưởng tâm_sự,thơ_mộng đẹp lý_tưởng tâm_sự
đẹp và đồ nguội,positive,đẹp và đồ nguội,đẹp và đồ nguội,đẹp đồ nguội
"địa điểm khá tốt, chỗ để xe rộng, món ăn uống khá ok",neutral,"địa_điểm khá tốt , chỗ để xe rộng , món ăn_uống khá ok","địa_điểm khá tốt , chỗ để xe rộng , món ăn_uống khá ok",địa_điểm chỗ xe rộng món ăn_uống ok
nhanh gọn và lịch sự,positive,nhanh gọn và lịch_sự,nhanh gọn và lịch_sự,gọn lịch_sự
quan ưa thich cua khách hang,positive,quan ưa thich cua khách hang,quan ưa thich cua khách hang,quan ưa thich cua hang
"quán khá đông,nhân viên nhiêt tinh, gà ngon.",positive,"quán khá đông , nhân_viên nhiêt tinh , gà ngon .","quán khá đông , nhân_viên nhiêt tinh , gà ngon .",quán đông nhân_viên nhiêt tinh gà ngon
rất ngon nhưng lại ít,positive,rất ngon nhưng lại ít,rất ngon nhưng lại ít,ngon
thuận lợi đi mọi hướng. chỗ để ôtô rộng rãi,positive,thuận_lợi đi mọi hướng . chỗ để ôtô rộng_rãi,thuận_lợi đi mọi hướng . chỗ để ôtô rộng_rãi,thuận_lợi hướng chỗ ôtô rộng_rãi
"5 thôi, thương hiệu đẳng cấp toàn cầu",positive,"5 thôi , thương_hiệu đẳng_cấp toàn_cầu","5 thôi , thương_hiệu đẳng_cấp toàn_cầu",5 thương_hiệu đẳng_cấp toàn_cầu
"có báo với nhân viên là trên lầu rất nóng, nhân viên nghe rồi dửng dưng bỏ đi. trong khi bên ngoài mưa còn mát hơn trong nhà.",negative,"có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .","có báo với nhân_viên là trên lầu rất nóng , nhân_viên nghe rồi dửng_dưng bỏ đi . trong khi bên ngoài mưa còn mát hơn trong nhà .",báo nhân_viên lầu nóng nhân_viên dửng_dưng mưa mát
rẻ và ngon.,positive,rẻ và ngon .,rẻ và ngon .,rẻ ngon
đó là một nơi tốt để đi vì nó không đông đúc. mcdrive cũng có sẵn,positive,đó là một nơi tốt để đi vì nó không đông_đúc . mcdrive cũng có sẵn,đó là một nơi tốt để đi vì nó không đông_đúc . mcdrive cũng có sẵn,đông_đúc mcdrive sẵn
sạch lịch sự,positive,sạch lịch_sự,sạch lịch_sự,sạch lịch_sự
e phục vụ quá tệ,negative,e phục_vụ quá tệ,e phục_vụ quá tệ,e phục_vụ tệ
dịch vụ tốt,positive,dịch_vụ tốt,dịch_vụ tốt,dịch_vụ
gà ăn ngon vệ sinh sạch sẽ,positive,gà ăn ngon vệ_sinh sạch_sẽ,gà ăn ngon vệ_sinh sạch_sẽ,gà ngon vệ_sinh sạch_sẽ
lau dọn,positive,lau dọn,lau dọn,lau dọn
bạn tôi và tôi đã bị ngộ độc thực phẩm nghiêm trọng ngay sau khi ăn ở đó. thức ăn phục vụ vệ sinh lạnh và xấu trong nhà bếp. tránh nơi đó.,negative,bạn tôi và tôi đã bị ngộ_độc thực_phẩm nghiêm_trọng ngay sau khi ăn_ở đó . thức_ăn phục_vụ vệ_sinh lạnh và xấu trong nhà_bếp . tránh nơi đó .,bạn tôi và tôi đã bị ngộ_độc thực_phẩm nghiêm_trọng ngay sau khi ăn_ở đó . thức_ăn phục_vụ vệ_sinh lạnh và xấu trong nhà_bếp . tránh nơi đó .,ngộ_độc thực_phẩm nghiêm_trọng ăn_ở thức_ăn phục_vụ vệ_sinh lạnh xấu nhà_bếp
"không gian nhỏ, không thoải mái, thực phẩm bình thường",neutral,"không_gian nhỏ , không thoải_mái , thực_phẩm bình_thường","không_gian nhỏ , không thoải_mái , thực_phẩm bình_thường",không_gian thoải_mái thực_phẩm bình_thường
hiện đại,positive,hiện_đại,hiện_đại,hiện_đại
"đồ ăn ổn, phải phải chăng, không gian rộng rãi",positive,"đồ_ăn ổn , phải phải_chăng , không_gian rộng_rãi","đồ_ăn ổn , phải phải_chăng , không_gian rộng_rãi",đồ_ăn ổn phải_chăng không_gian rộng_rãi
"được , vui vẻ",positive,"được , vui_vẻ","được , vui_vẻ",vui_vẻ
hamburger rất ngon,positive,hamburger rất ngon,hamburger rất ngon,hamburger ngon
"địa điểm này rất thích hợp dẫn trẻ em đến, có khu vui chơi và bàn cảm ứng ở trên lầu 1 cho trẻ em chơi. lưu ý rằng cuối tuần ở đây rất đông, ồn ào vì trẻ em rất nhiều. bãi xe rộng rãi, giữ xe miễn phí, wc cũng tương đối sạch,.",positive,"địa_điểm này rất thích_hợp dẫn trẻ_em đến , có khu vui_chơi và bàn cảm_ứng ở trên lầu 1 cho trẻ_em chơi . lưu_ý rằng cuối tuần ở đây rất đông , ồn_ào vì trẻ_em rất nhiều . bãi xe rộng_rãi , giữ xe miễn_phí , wc cũng tương_đối sạch , .","địa_điểm này rất thích_hợp dẫn trẻ_em đến , có khu vui_chơi và bàn cảm_ứng ở trên lầu 1 cho trẻ_em chơi . lưu_ý rằng cuối tuần ở đây rất đông , ồn_ào vì trẻ_em rất nhiều . bãi xe rộng_rãi , giữ xe miễn_phí , wc cũng tương_đối sạch , .",địa_điểm thích_hợp trẻ_em khu vui_chơi bàn cảm_ứng lầu 1 trẻ_em lưu_ý đông ồn_ào trẻ_em bãi xe rộng_rãi xe miễn_phí wc tương_đối sạch
nhân viên tốt. quan điểm đẹp. ngày càng có nhiều dịch vụ được cải thiện.,positive,nhân_viên tốt . quan_điểm đẹp . ngày_càng có nhiều dịch_vụ được cải_thiện .,nhân_viên tốt . quan_điểm đẹp . ngày_càng có nhiều dịch_vụ được cải_thiện .,nhân_viên quan_điểm đẹp ngày_càng dịch_vụ cải_thiện
"bãi giữ xe rộng, có nhiều chỗ đỗ oto, đồ ăn ngon, vệ sinh và nhân viên phục vụ cũng rất thân thiện, ân cần",positive,"bãi giữ xe rộng , có nhiều chỗ đỗ oto , đồ_ăn ngon , vệ_sinh và nhân_viên phục_vụ cũng rất thân_thiện , ân_cần","bãi giữ xe rộng , có nhiều chỗ đỗ oto , đồ_ăn ngon , vệ_sinh và nhân_viên phục_vụ cũng rất thân_thiện , ân_cần",bãi xe rộng chỗ đỗ oto đồ_ăn ngon vệ_sinh nhân_viên phục_vụ thân_thiện ân_cần
"tốt, và thân thiện. dịch vụ nhanh chóng với một menu tiếng anh để giúp khách du lịch.",positive,"tốt , và thân_thiện . dịch_vụ nhanh_chóng với một menu tiếng anh để giúp khách du_lịch .","tốt , và thân_thiện . dịch_vụ nhanh_chóng với một menu tiếng anh để giúp khách du_lịch .",thân_thiện dịch_vụ nhanh_chóng menu tiếng giúp du_lịch
không gian rộng và thoáng,positive,không_gian rộng và thoáng,không_gian rộng và thoáng,không_gian rộng thoáng
,positive,,,
"hamburger ngon. phục vụ nhanh, chuyên nghiệp",positive,"hamburger ngon . phục_vụ nhanh , chuyên_nghiệp","hamburger ngon . phục_vụ nhanh , chuyên_nghiệp",hamburger ngon phục_vụ chuyên_nghiệp
thức ăn nhanh để nếm thử,positive,thức_ăn nhanh để nếm thử,thức_ăn nhanh để nếm thử,thức_ăn nếm thử
nhân viên chuyên nghiệp và cửa hàng sạch sẽ,positive,nhân_viên chuyên_nghiệp và cửa_hàng sạch_sẽ,nhân_viên chuyên_nghiệp và cửa_hàng sạch_sẽ,nhân_viên chuyên_nghiệp cửa_hàng sạch_sẽ
rất tốt.,positive,rất tốt .,rất tốt .,
