name,text,stars
Music EDM,,5
Thảo Võ,,5
Bac Nguyen,,4
Tixita Bao,Phục vụ chu đáo,4
Tín Nguyễn Trung,,3
Wesly Berg,,4
Hung Hung,,4
kamaljeet singh,,4
Kelly Monroe,"Play area on 2nd level for kids age 2-6 was fun, but not very clean. Food was very good though and plenty of seating!",4
Trường Pông,Dich vụ chuyên nghiệp,5
Jeremy Keane,Same sane Canada,4
Huy Minh Nguyễn,,5
Charles Edison,It's good place for family.,3
Nguyen Thong,Hiện đại và lịch sự,5
Nguyên Vũ Đặng Thành,toẹt vồ,5
Thanh Nguyen,So good,5
THỌ XUÂN,"Rộng rãi, thức ăn ok",4
Trinh Nguyen,,5
CAFE ĐỊA ỐC VIỆT NAM,Khu này ok quá tôi muốn nghé thường xuyên,3
Lê Vĩnh Đức,Khâu phục vụ chưa thật tốt,3
Hung Quoc Le,,5
Thọ Hoàng,"Vị trí đẹp, thoáng rộng. Bãi đỗ xe",5
Ya Ya,,3
Jackie Phạm Tường Huy,"Convenience location for me to have quick meals or late meal from traveling far away back to Saigon.

Many good choices of hamburger, fried chicken/ fish/ beef, drinks...

Supportive staff!

Could drive through & order by car private lane!

Only minus 1 star since small & dirty restroom.
And the guards had shown bad attitude to me: last month, I had asked them how much was the car park fee? 1 guard said ""free parking, just Go!""
1 guard came & asked money???
I didnt pay & had driven but hear he said bad words with angry attitude (!)
Should re-train them !!!",4
vijaya kumar,,3
Hồ Phước Hiếu,,5
PHAN DUC DUNG,Good restaurant:),4
Sun Yang,,3
nguyen Thien,Tạm,3
Đại Mộc Lâm,"Nhân viên ko cười, làm việc uể oải đến mua mà cảm thấy sự chán nản lây qua món ăn",2
Dung Nguyen,,5
raymond lu,,5
Quan Nguyen,Chuyên nghiệp,5
huu quang nguyen,,4
Danh Ngọc Tấn,,5
Đô Lê Hoàng,OK,5
Ly Quang Ha,,4
Minh Chau Nguyen,Nhà hàng Mac Donald's ngay vòng xoay Điện Biên Phủ quận 1. Rộng rãi và sạch. Đông khách. Phục vụ nhiệt tình. Có chỗ đậu xe hơi và giữ xe gắn máy miễn phí. Giá không mắc lắm. Có điều là vẫn còn sử dụng các ly và đồ nhựa dùng một lần rất nhiều. Mong nhà hàng sử dụng các vật liệu thân thiện với môi trường nhiều hơn thì rất hay.,4
PHẠM QUỐC THÀNH,,5
ThuyMi Ngo,,4
Jonny G,,5
Musadaf Baloch,I like this place,5
Tin Chon,,4
Xuan Bach Mai,"Big Mac signature của hãng mà ăn xong như chưa ăn gì, 66k mà nhỏ chưa được lòng bàn tay nữa. Thương hiệu fast food bình dân thôi mà đồ ăn muốn nản, đừng bao giờ mong kiếm lời ở thị trường VN order lúc nào cũng không cho tương ớt. Không bao giờ ăn lại",1
Việt Hòa DKR (Danh Khôi Real Estate),,5
White Ruby,,5
tri nguyen,"Rong rai, co khu vuc tro choi danh rieng cho tre em. Thuc an ngon. (Diem tru: may lanh phong tiec sinh nhat cho cac be da duoc sua chua 1thoi gian roi nhung van chua hoat dong tot!)",4
Nam Lê Viết,,5
Vu Dong Tran,,3
NhựtNguyễn Broker,Khuon viên rất rộng thoáng mát mẻ,3
Vo Quang Duc Anh,,5
Tung Pham,,3
Nghiêm Phi,"Có nhiều loại nước chấm ( sốt ) ăn ngon lạ miệng, hơn những nơi khác.",5
Cộng Đồng CLAP VIỆT,,4
Le Minh Nhat 16CDTH03,,5
Ba Bean Con Vlog,,5
Hoa Trang Hoang,,3
Marta Schwarz,,5
Nguyễn Duy Hưng,"Khách đông,nóng,phục vụ món nhanh",3
NgocDung Kieu,,4
Ang Nguyễn,,5
Leo Nguyent,,4
Thu Thuỷ Nguyễn,"Món matcha đá xay khá ngon, còn gà rán với khoai tây chiên cũng bình thường giống những chỗ thức ăn nhanh khác",5
Hoang Trinh,,5
Cường Huỳnh,,5
Hùng F,"Sạch đẹp , view thoáng",5
Trang Vương,,5
William Alexender,"Nhân viên quá tệ , có cái mã đưa cũng không chịu nhập cho khách :) thế mấy người tạo ra mã làm mẹ gì? Không bao giờ qua lần 2!",1
Ha Phuc Nguyen,,5
Hai Bang Le,Nhân viên nhiệt tình,5
Kha Nguyen,"Ngon, giá hợp lý",5
Đức Nguyễn,nhân viên phục vụ tốt,5
Producer AYE,Cũng được 😅,5
Chan Tam Huynh,,5
Minh Trường Hồ,,5
Min Hi Hồ,"Mc Donald
Location : EASY-to-find location. Good parking, free parking for motorbike, free car for the first 2 hours.
Vị trí dễ tìm, ngay vòng xoay Điện Biên Phủ. Miễn phí gửi xe máy và miễn phí 2 giờ đầu tiên cho xe hơi. Không khí buổi sáng không quá đông, phù hợp thưởng thức ăn sáng, uống cà phê.
Decor :  like other fast food restaurants.  But there is an order machine that supports the order.  You don't waste time to wait.
Thiết kế không có gì đặc biệt nhưng khá sạch sẽ. Có máy oder được thanh toán bằng thẻ ngân hàng, nên nếu bạn đang bận thì có thể đặt hàng tại máy rồi chờ nhận thức ăn theo số trong bill.
The menu : Ordinary fast food.  but the sauce is especially delicious: honey mustard sauce, chili garlic sauce, mayonnaise.
Hầu hết đồ ăn đều là đồ ăn nhanh không khác biệt so với các nhãn đồ ăn nhanh khác, nhưng sốt rất đặc biệt ngon. Nếu bạn đến đây thì nên trải nghiệm sốt mù tạt mật ong, sốt tỏi ớt, sốt maiyonaise.
The prices : 1.5$ - 5$/ person. Giá từ khoảng 30.000vnd đến 100.000vnd.
The service & the waiters : Fast service, friendly friendly staff. Nhân viên nhanh nhẹn, vui vẻ, thân thiện.",4
loc ha,,5
Nhan Vo Trung,Nice place for 24/24 food/drink service,5
Truong Nguyen,,4
Cô Nhi bán đầm (Ayleen Dress),Chất lượng ổn,4
Văn Nghĩa Nguyễn,,1
Aleksei Sboev,,5
Minh Le,,4
Phúc Nguyễn Vĩnh,"Vị trí nằm ngay vòng xoay Điện Biên Phủ.Có đầy đủ các món ăn nhanh và thức uống(gà rán, hamburger, bánh ngọt,cà phê,...) cho các bạn tha hồ mà lựa chọn.Đặc biệt cà phê ở đây rất ngon mà giá hơi đắt!",4
Khánh Trần Xuân,,5
Jez Von Brown,,5
Võ Toàn Thuận,Good food. Restroom smell bad,4
Võ Thanh Hùng,Good services,5
Morna Đàng Thị,"Gà ko ngon nhưng sao ai cũng ăn, màu da nào cũng thích, châu lục nào cũng thưởng thức --> nghệ thuật kinh doanh",5
THUẬN PHAN,"Không gian đẹp, lưu ý gửi xe miễn phí chỉ trong 2h đầu",4
EWind Ng,,5
Burkhard Schrage,,4
Alex Ni,"Это значит Макдональдс,  просто Макдональдс , но конечно они засунули в меню блюда с рисом,  а ещё есть прикольные напитки",5
Anh Phương Trần,,5
김대희,,5
Chung Chaufamily,I love the drivethrough services. Feel like in Fretmon CA in the old days. Tast is the same bu🍟🍔🍟🍔🍟🍔,5
Đức Hồ,chuyên nghiệp,5
My Khanh,OK,4
Duy Phạm (Duy Siu Nhân),"Quán rất đông khách. Không gian rộng rãi. Có khu vui chơi cho trẻ em. Có rất nhiều phòng tổ chức sinh nhật. Đây là nơi rất phù hợp cho dân văn phòng hay học sinh sinh viên cần yên tỉnh trong thời gian nghỉ trưa. Nhà vệ sinh sạch sẽ và hiện đại. Thái độ nhân viên nhiệt tình, vui vẽ. Nhưng đồ ăn đặt trước thì chậm trễ cần khắc phục.",4
Dang Khoa Tran,,5
Chu Cao,"Không gian khỏi bàn mát mẻ là chính , món ăn tương đối",5
Phước Nguyễn,Chôz gửi xe khá to,5
Hiền Nguyễn,,5
Đức Anh,,5
Cafe Cooc,,4
Thích Sửa Chữa Channel,Đẹp,5
Linh Nguyễn,Cửa hàng thức ăn nhanh nằm ngay góc vòng xoay quận 1. Không chỉ ngon ở gà gán mà còn ngon ở phần tương nữa nè,4
Thien Tong,,1
Ngọc Minh Tâm Nguyễn,,4
Nguyễn Huy,,5
hugh lozina,"It's a McDonalds so what can I say?.I'm from the USA so it's nothing really special to me. But it is pretty cool to get a McDonald's burger and fries so far from home. Of course the staff is friendly and attentive as always here in Vietnam. But the wait time was a little bit long, they seem to be very crowded at all hours of the day and night.",4
Duy An,"không ngon,",3
Lan Hương Hoàng,"Rộng rãi, đẹp, chuyên nghiệp",5
Quoc Thanh Nguyen,Giá hơi cao,5
Minh Nhật Hồ,,5
Manh Duc Tran,Burger always mine togo and vietnamese coffee.,5
Hoàng Đỗ,,4
thanh Bao,Dc,4
Vy Thảo,,5
Mr. Duy,Tốt,4
Hoàng Vui Lê,,3
Van Phạm,,5
Yến Huỳnh,"Địa điểm rộng rãi thoáng mát,  nhân viên lúc nào cũng có hết",5
Thanh Nguyen,,3
Gemini St,,5
KatsuGao Pham,Nothing special,3
thuy nguyen,,4
Huy Bùi,,5
Nhân Đỗ Thành,,5
Thùy Nguyễn Thị Vân,,3
Ryu Tsugaki,,5
劉憲聰,,5
Kiều Nguyễn,,4
Thanh Dat Nguyen,,5
Thanh Nguyen,Tạm được ở khâu không gian. Hệ thống order phiền phức có cảm giác bị lừa,3
Vincent Huynh,,4
Ban Lâm,"Thái độ nhân viên xem thường shipper. Giao thiếu và còn nhầm đồ ăn cho khách, gọi điện thoại lại thì đc hỗ trợ viên trả lời bên e ko có liên kết bên e ko có trách nhiệm bla bla... Đặt trường hợp tôi ko phải là shipper mà là khách hàng thì cty bạn ship nhầm đồ ăn cho khách thì cty bạn cũng phải mang về đổi trả lại để giao khách chứ đâu nói chuyện kiểu phủi trách nhiệm như vậy được. Không ngờ 1 thương hiệu lớn vậy lại có cách làm việc rất thiếu chuyên nghiệp. Bó tay.",1
Hùng Lê Thiết,Tuyệt,5
Stephen Knights,Good place to have breakfast. But sometimes very busy and you have to wait. For the breakfast it's worth the wait.,4
Tu Nguyen,,3
DUONG MINH NHAT TRAN,,3
Anastasia S.,,5
The Chien Nguyen (Andrew Vu),,3
Nguyễn Văn Hương,,5
Tran Hau Vy,,5
Trieu Nguyen Viet,,4
Carl Casaclang,Hardly clean always dirty,3
Tuan Nguyen,Nhân viên hơi khó tính,4
trung doan,,4
Van Nguyen,"I ordered breakfast for a friend this morning via Grab. We have to use your service as we have no time or choice. Pls treat Grab drivers properly as they are helping you to sell your food.

The orders were wrong all the time: cold coffee instead of hot one, wrong burger. although Mcdonald menu is detailed enough.

At the end, the drivers always had to go back n forward.

How can your staff be so careless?",1
Long Nguyen Tuan,POS is not working all the time when I try to order from self service machine.,3
Nil Barceló Núñez,,3
Quang Vĩ Trần,,5
phan thong,,5
Hưng Nguyễn Đình,,4
Proud Noob,Their toilet is nice,5
Huong Dao Thi Kim,,3
Trung Cao Le Nam,,5
Muffin. than,"Thuận tiện giao thông ngay vòng xoay,rộng rãi,có khu dành cho trẻ em chơi,chờ hơi bị lâu nên hạ 1 sao",4
Tri Do,View ok đồ an ok,4
JohnPaul Mbachu,It's McDonald's.,5
Tam Minh,"Thuc an ngon,khong gian thoang sach se ,phuc vu tot, co cho đau xe",5
Nguyễn Dandelion,"Vui vẻ, có chỗ đậu xe",5
"Co., Ltd. REXAM",,5
Badboy nguyen,,5
Trung tín Lê,Cafe,4
TRONG YOUTUBE,quá nầy rất rộng có bãi cho xe 4 bánh quán bán 24/24 ngay vòng xoay điện biên phủ,5
Hoài Nam Lý,Ok,5
Thanh Tâm,,5
Khanh tuan Nguyen,Lịch sự .thức ăn hợp vệ sinh,5
phạm bá Nam,,4
Berry Jelly,,3
Phong Thủy An Khang,Ok,5
Michael Tong,,5
Shipper Vbog (Kelvin Khánh),,5
Hải Mẫn Lê,Ngon.,4
Huy Trần Quang,Chỗ ngồi không gian quá tốt,5
Alpha MeKong,,3
Phước Thiên Tâm,Quá tệ,1
BK Lim,,5
T. Tran,"The portion was ridiculously small, not good, and it was expensive. It was a rip-off.",2
Tri Huan,,5
LÊ PHẠM LIÊN HƯƠNG,Nói chung là ổn nhưng tôi k hiểu lý do khi tôi xin bộ muỗng thì nói chỉ hổ trợ tối đa 3 bộ rồi hỏi c ăn gì. Nếu như vậy sao lúc đem lên cho khách phần ăn thì đem luôn bộ muỗng để khách k fai chạy đi xin ( nhà tôi đi 5 nguoif),4
Viet Bui,,4
Vinh Quang Phan,,5
Justin Wood,It's the 3rd time now that I've ordered something from this place and received something short with grab driver. I pay extra for a double burger and only get 1 pattie. For the 3rd time now. They basically owe me 105k.... Won't use them again,1
Cuong Tran,Điểm hẹn lý tưởng cho các bạn đi phượt sáng sớm,5
Nv To,,5
đức dũng dương,,5
Tuan Vo,,5
Tú Mỹ Official (Mỹ Mặt Mâm),"Lần đầu đến đây ăn , đông khách , hơi ồn",5
빈튜브,술먹은다음날은 빅맥!!,5
Luân ĐB,,5
Salman Farshy,,4
Tran Sy Minh Viet,,4
Phuc Nguyen,,3
Dương Anh Khoa,"A fine restaurant for a late night bite. This is my favourite McDonald's to come at midnight because of the comfortable atmosphere and nice welcoming attitude from the staff. Both indoor and outdoor seatings are available, so you can smoke. The view over to the roundabound looks quite poetic at night. Good service. Good enough food. A comfortable place to be 24/24.",4
Minh Le Huu,,5
Sử Hoàng,,4
Thuyen Trinh,"Quán đẹp, lịch sự. Kem ngon. Có khu vui chơi dành cho trẻ con.",5
Khai Hoang Huu,Phu hop cho Team hoi hop va An uong,4
ngọc hiếu ngô,,5
Tung “Djinni” Pham Thanh,,4
Atachi Hayashime,,5
Vu Ha Xuan,,5
Nguyễn Đức Nhân,,5
Hải My Nguyễn,,4
Michelle Tran,,3
Nga Nguyễn,,4
Alex Minh Nguyen,,5
đàn lê,Mc donald’s office,5
Ai Linh,Tuyệt,5
Đoàn Vị Kim Khanh,,4
Binh Tranvinh,,5
Duy Tran Le,It's MC Donald dudes. Nice parking,5
Dũng Nhật,,4
Son Nguyen,TUYỆT VƠI,5
BTT Vlog,Là nơi giải quyết buổi ăn nhanh chóng.,5
Duong Tran Local Guide,,5
Sam Ngo,Tolet không được sạch có mùi cần dọn kỹ hơn,4
toan chi,"Chỗ rộng, thik họp cho gia đình, đặt biệt là có xe oto",5
quang duy,,5
Vân Ngọc,"Rất đáng trải nghiệm, nhân viên rất ok. Không gian đẹp, hợp giới văn phòng",5
Võ Anh Thư,"Không gian đẹp, đồ uống ngon, giá quá hợp lý  , phong cách người Mỹ",5
Pongo Robert,,5
Đại Ngô,,5
Sunny Quang,,3
HaiNam Ho,,3
Jihoon Slime,Good,5
Thoa Ngo,Good place,5
Hieu Phan,,5
Kayeht Jeet,,4
huynh binh,,4
Vũ Quang,,5
Long Nguyen,,4
Poppet Celdrán,,5
Vinh Le,,5
Edward Ho,Cà phê uống hay,4
Hung Le Duc,Thấy cũng ok,4
tien Phung,,5
Tuấn Anh Nguyễn,"Không gian rộng rãi, ngồi làm việc lý tưởng.",5
Sơn Nguyễn,"Đồ ăn nóng, khoai tây giòn, quán rộng rãi",5
Phuong Nguyen,,5
Bảo trân Nguyễn thị,"Thái độ nhân viên tốt, sạch sẽ, thức ăn ngon",5
Peter Rusty,,3
John Professional Exotic shrimp breeder,,5
Trần Châu Quang,,5
Thy Nguyễn,"Good service, nice food. However, ground floor wifi so bad!",4
Hùng Nguyễn Minh,"Phục vụ khá.
Cần thêm món ăn mới để thu hút khách hàng.",4
Nhung Nguyen,Phục vụ cực kì tốt nhân viên thân thiện view rất đẹp,5
Aaron Myung,,5
XT TT,"Quầy tính tiền thì nhiều nhưng nhân viên tính tiền thì 1-2 người. Giờ cao điểm CN, 6g-6g30 pm thì chờ lâu chút. 😍",4
TIEN PHUC NGUYEN,Tuyệt vời !,5
Anh Nguyễn,,4
何家豪,Cheap & good ~~,5
Vincent Ly,Lovely place. Took my kid to this place every weekend,4
kim mr.,,5
Anthony Hoang Nguyen,Good food,5
Lan Anh Nguyễn Thị (Anh Lynx),"Đồ ăn ngon, hamberger ngon, trà đá là trà lipton, gà nuget là gà băm viên",5
Tien anh Nguyễn,Ăn chán,3
Huy Trần Quốc,Ngon,5
Lê Thị Mỹ,Rat tot,5
Más o menos,,4
Kebby Badlani,,4
אליאור אפלבוים,,4
BTXAlumnus,,5
PhuongKhanh Tran,"Thức ăn ngon , nhân viên thân thiện , view đẹp",5
Pham thanh,,5
Nhiên Nguyễn Vũ Hữu,,4
Tấn Lộc Trần,Món ăn không hợp khẩu vị lắm nhưng coffee ở đây thì rất tuyệt vời,4
Duy Huỳnh,,5
Vinh Thái NT,,5
Hà Lê,Ngon,5
Tuấn Võ,"Đồ ăn rất ngon, không gian lịch sử, năng động. Sẽ ghé lại lần nữa.",5
Quang Hiếu Đặng,,5
Thuyến Lê,Không gian đẹp,5
Nguyễn Quang Huỳnh,,4
vinh van,Phục vụ nhanh. Nhân viên giao đồ ăn cho khách k kiểm tra bill dẫn tới giao nhầm suất ăn,3
Thanh Đỗ,,4
Thành Nguyễn,Đồ ăn ngon,5
Bảo Hoàng Phan,Ngon vua nhieu dinh duong nhan vien phuc vu chua nhirt tinh,4
hau dinh van,Ngon,5
SaoDo Co (SDC),Nhanh,5
Hai Phuong Trinh,,5
Vi Lâm,,5
Phat Le,Quán ngon !,5
tung tran,"Drive thru so long, it takes 20 minutes for an order",1
Quang Minh Nguyễn,,5
Shea Pellow,,5
Duong Van Tra,"Gà rán ăn bằng tay, mà lấy miếng khăn giấy thì phục vụ xị mặt 1 đống",2
Dinh Ngoc Han,,5
Mạnh Hoàng Lê,,5
Nguyen Quyet Chien,"McDonald món ăn phải nói là nuốt không trôi đối với người Vietnam, không phải là nó dở, đơn giản là không hợp khẩu vị, bù lại quán có coffee việt ngon tuyệt vời đủ để bỏ qua rất nhiều coffee shop, coffee sữa của McDonald phù hợp cho cả nam và nữ, các loại đồ uống khác khá phong phú, nhưng giá có lẽ không dành cho đa số người gần tương đương menu đồ uống của Starbucks.
+ Bù lại quán này rất chịu khó bán coffee giá rẻ cho bạn nếu bạn có cài ứng dụng của hãng khoảng 15.000, rẻ nhưng không phải là không chất lượng nhé,combo thấp nhất của McDonald phải nói là một món hời với khá đông người việt nam 29.000/ (1 Burger trứng+ coffee) Thứ 2-->T6 trước 11H trưa... Tuyệt vời luôn.
+ Vẫn giữ nguyên quan điểm là burger nuốt không trôi.",5
kim ngoc live stream,Chất lượng tuyệt vời . Trên cả mong đợi,5
HiTime Corporation (Justin Nguyễn),Ăn tạm được...,3
Walie Nugen,,4
Diệp Khúc Ngọc,"Sạch sẽ, nhân viên nhiệt tình, chu đáo, thức ăn nhanh nhưng có vẻ ngon hơn một số thương hiệu khác",5
Phuong Tran,Good,4
Tai Bui,Ok,5
Đồng Đào,,4
Quang Hiền Đinh,,4
Hương Nguyễn,,5
Ronaldo Liang,,5
Phong Trương Chấn,Nhanh lẹ phục vụ tốt,5
Daniel Raymond,,5
Ngọc Hằng Phạm Nguyễn,,5
Chris Nam,,5
Nguyễn Thanh Hải,,5
Newmain Le,"Nhân viên phục vụ thiếu trách nhiệm trong công việc, rất nhiều lần mình mua happy meal và chọn đồ chơi cho 2 bé, thì mình đều phải đi đổi lại dù trong hóa đơn có ghi rõ. May là ăn tại chỗ chứ đem về rồi không lẽ quay lại đổi. Do đó, bạn nào mua nên kiểm tra kỹ chứ không thì ráng chịu ha.",2
Trần Thị Hằng,,5
Quảng Sang,,5
Hoang Viet Nguyen,,5
Quang Minh Tao,,5
Quang Tran,"T
Tốt",5
Huynh Ily,,5
짱쎠요,,5
Truc Phuong,"Gà và khoai chiên ko giòn, có hiện tượng ngấm dầu",3
Trần Đắc Toàn,"Mọi khi chờ đợi đặt hàng khá lâu. Nay có máy tự đặt hàng nhanh lẹ. Phục vụ nhanh, có nhân viên lúc nhiệt tình quan sát và hỗ trợ khách hàng đúng lúc cần",5
Đức Thanh,Gà ở đây rất ngon,3
Vân Trần,,5
thun chùm dây,cũng ok👍🏻,5
Pham Tuan Linh,Rộng rãi thoải mái,5
Harry Ng,Thoáng mát,5
Kim,,4
Khoa Nguyen,,4
Duong Le,"Thức ăn nhanh nên không có ý kiến gì. Chỉ là món khoai tây chiên xuất sắc, luôn giòn, ngon mỗi khi gọi. Có khu vui chơi cho bé nên rất tiện",4
Vương Thiện Tâm,,5
Kim Châu Phan Nguyễn,,4
Viviolet,,5
Trung Nguyen,,5
Thái Hà Đinh,,5
Bui Dang Khoi,,5
Minh Nguyễn Thiện,It's good,5
An nguyen tuan,,4
Khung deso,"Nhân viên thân thiện, cơ sở sang xịn.",5
alex sun,,5
tuấn hoàng,,5
Thanh Thanh,Good.Support team so lovely,5
Trần Nghiêm,,5
Ngọc linh Phùng,,5
Thiên Sơn Đường,,5
Nguyen Hong Thai,Thỉnh thoảng hay ngồi,5
Naoki Kago,,4
Phong Tran D.T.,There are lots of seats inside and outside so you can always find an available seat there though the store is usually crowded. They have drive-through service for take away order which I find very convenient.,5
Tú Trinh Trần,Dichn vụ tuyệt vời,5
Hương Nguyễn Tâm,,5
Hiro,,3
Hoang Thinh,,5
Thương Nguyễn,,5
Andy Pang,,5
Chinh Nguyễn,Phục vụ tốt,5
Pavel Krainiuchenko,Regular McDonald's Vietnamese style. Very nice place for those who like junk food.,5
new viet,,3
Armand Megawe,,4
Thi Anh,,4
Minh Nguyen,,5
Tuyen Nguyen,,4
dat huynhtv,,4
thuy thanh,,3
Nghiem Le,Tốt,5
Anh Sấu,Ok ngon,5
Nhan Phan,Rất tuyệt vời,5
Ngọc Xoàn Phạm Thị,,5
Dũng Vũ,,4
Hà Hoàng Hồng,,4
GAC VU,Toilet quá hôi,2
corona solar,Ngon,5
Gordon Wong,,4
Nhon Pham,,5
Grégory Crémois,,4
Quoc Cuong Ho,Thích thôi,5
Khanh Trần Hữu,Thuận tiện đi lại. Cafe ngon.,5
Tuấn Hoàng Khuất,135k meal,4
Kim Ngọc Nguyễn,,5
Lee KokChun,,4
Trieu Nguyen,,4
Kaijun 莫凱钧 (A Coánh),,5
Hùng Amazon,"Ngon, có khuyến mãi Ăn sáng Tiết kiệm rất hay, kéo dài",4
Joey Vuong,,5
Chu Kim Tâm (Tamck),,5
kim tran,,5
Tran Linna,"có máy tự order và tự thanh toán ở gần quầy order. Có chỗ tự mua mang về khi đi otô mà order qua microphone chứ không có bạn đứng trực order, sau đó chạy lên kiot khác thanh toán rồi chạy thêm kiot nữa nhận đồ ăn",4
lj wong,比其他的国家还要贵。,2
BAOAUDIOsaigon “BAOAUDIOsaigon”,,5
Alex Tran,,4
Xuan-Tan Nguyen,,5
Nam Trịnh Thanh,,1
Lê Văn Tân,,5
K Ph,,5
Minh T Ho,,4
Tran Anh,"Quán không sạch sẽ, không gian ngòai ko ai dọn dẹp, chỉ phục vụ hamburger vào giờ trưa",2
Mien Do,Không thích chỗ này,1
Hung Nguyen,Gà ngon . hơi nhỏ.,4
Hoàng Nam 10A2,,5
Trung le ha,,5
Thúy Hồng,,4
Duc Duong,,4
Nguyễn Phan Bảo Anh,Không gian sang trọng,5
Thu Phan,Tiện lợi. Phục vụ nhiệt tình.,5
gmail gmail,,3
Tu Nguyen,,5
Nguyen Nguyen,,5
Toan Huynh,,5
Quang Nguyen,,4
Alex huynh,Cafe ngon,3
Vladislav Ezhikov,,4
Phước Ty Đoàn,Bé rất thích,5
Binh Nguyen (Steven B Ng),,4
hoang tang nguyen,,4
giang làm game,,5
Phuong Phung,,5
Phong Vũ,Ngon !,4
Tiên Nhã,,4
Huy Nguyen,,5
thanh khiet nguyen,,5
Nguyentrungtin.easytaxi@gmail.com Nguyen Tin,"Thoáng mát, rộng rãi, dịch vụ tốt...",5
steven Yoo,,4
Âu Duy Quyền,,5
Bui Trung Thanh,,5
GS Thành Đạt,,5
Hoang Nguyen,2/4 người bị đau bụng,2
Phuc Tran,,5
anh tuan do,,4
Nguyen Sang,,4
Heiko Grimm,Lần cuối cùng tôi ở McDonald có lẽ 15 năm trước. Nhiều thứ đã thay đổi. Bây giờ họ có Máy tính với màn hình cảm ứng để đặt món ăn. Mỗi máy tính có 2 nhân viên để giải thích cho khách hàng về cách thức hoạt động của nó. Sau khi nó cần phải trả cho một trong 3 nhân viên thu ngân cho đơn đặt hàng. Điều này là tốt?,4
Ngoc Loc Truong Le,Ngon. Rộng rãi có khu vui chơi thiếu nhi ở trên lầu.,5
Jo Hyn,Rất oke,5
thuong le,,3
hanh le cat,,3
Quỳnh Lê,Nhân viên phục vụ tệ. Chương trình tặng ly coca khi mua 2 phần ăn có khoai và nước không được nhân viên giới thiệu. Khi khách mang phiếu tính tiền đến đổi ly coca thì nhân viên tỏ vẻ khó chịu. Cho khách đợi 10p mà ko phản hồi. Sau 10p đưa ly cũng ko thân thiện hơn. Nhân viên quản lý kém thân thiện hơn người quét dọn.,1
Tran Le,Rộng và sạch sẽ,5
minhtam nguyen,,5
hung le van,,2
Duc Luu,,3
Thái Lê,,5
tra tran thanh,Quan an sach se,5
Nhung Nguyễn,,5
Bảy Nguyễn Viết,Duyệt,5
Anh Vu Tran Tuan,,1
太田俊一,"駐車場付、完全西側気分。
おまけにマスタング‼️",4
Nguyen MinhTri,,4
Dương Nguyễn,,4
Tran Du,,5
Duong Vu Xuan,Hambuger tuyet voi,5
Nghĩa Phạm Trọng,Món ăn ngon miệng và có chỗ đậu xe,4
hoa luongduy,Mua burger combo for 3 nhận về toàn gà.  Lừa đảo thiệt,1
DYOUNG NGUYEN,,5
Minh điện cơ,,5
Doan Ngoc Huan,,4
Hieu Nguyen Tien,,4
Nguyễn Phi Hùng,Thức ăn nhanh,5
ÁO CƯỚI EVA,OK,5
Tú Nguyễn,,4
thaibinhhiep,Giá cả rõ ràng và có chỗ đậu xe hơi,4
John Davy,,2
Leonguyen1981 Nguyen,,5
Ngoc Az,,1
Thái Kiệt,Ngon chất lượng,5
An Huynh,Quán rộng vị trí ngay vòng xoay dễ tìm.,5
Phát Trần,,1
Nagi Sanzenin,,5
Tâm Phương Vũ Nguyễn (Teddy),Ngon và thuận tiện,5
Méo Méo Mì Tôm Channel,,4
Huỳnh Nguyễn,"Mình đi 3 đứa, order 1 phần 20 miếng Nuggests ăn xong còn chưa đã chưa no, order thêm 1 phần nữa là vừa đủ bụng luôn nha 😅 Nuggest vừa chiên xong còn nóng hổi, vỏ ngoài giòn giòn, thịt vẫn mềm không bị khô cứng, chiên vừa chín tới nên màu sắc tươi đều, thơm ngào ngạt, ăn rất ghiền luôn! 🤤 Mình thích Mc Donald vì có nhiều sốt ăn không bị ngán. Riêng phần Nuggest này còn được thêm 3 hộp sốt (2 loại khác, không có trên quầy sốt đâu). Mình thấy 1 loại ngon, 1 loại không ngon. Buồn mỗi điều giá cả hơi mắc, nhiều khi thích lắm mà không nỡ đi ăn nhiều. Nhưng vì là thương hiệu nổi tiếng nên đành chịu vậy 😂😂
Sau những lần lui tới tại đây m đã tìm được “khung giờ vàng” để luôn có thể thưởng thức những miếng gà tươi ngon và khoai tây ướp muối chiên sợi giòn tan thơm nức. 🥯Mình rất thích hamburger ở Mcdonal’s, bánh mềm, bùi, càng nhai càng thơm không như ở những quán ăn nhanh khác.
Thật sự bên đây gà khá ngon. Da gà dòn và thơm. Thịt gà thì mền thấm vị không bị khô. Khoai tây ở đây khá ngon. Ở đây còn có nhiều loại nước chấm. Có cả mayonnaise mù tạc vàng nữa. Latte ở đây khá ngon. Cũng phải mgang hoặc hơn starbuck.",4
Nguyễn hiền Phương ân,,5
Farizma Hossain,,5
Nam Phung,"Quán thoáng, rộng, quang cảnh OK.",3
Anna Black,"Always like this. Every time they don't put enough fries, or put medium size instead of large. You are bothering me! I demand fries!",1
Phạm Đăng Khoa,,5
Nhon Nguyen,Ở đây công nghệ 4.0 vô rồi oder khỏe lắm ko cần vô nhà hàng tự động hết,5
Thanh Nguyễn,Ngon bổ rẻ,5
Hứa Cát Lượng,Nice view and a convenient drive through,5
LTD G.C.M,"Visited 3 times. Really enjoyed. However, i don’t like pickle stuff inside hamburger.
Other things are good !",4
