Name,Review,Stars,Sentiment
Phuc Khang,Văn minh lịch sự .sạch sẽ an toàn thực phẩm,5,Positive
JAY LEE,can relax and relax.,5,Positive
Minh Tuấn Trần,"Làm quá lâu, nhân viên a mập áo trắng khiếm nhã.",1,Negative
Hieu Ngo,"Làm quá lâu luc nào cũng hết hàng, bắt đợi 30p",1,Negative
MKhang Nguyen,"Cảm nhận thấy giá tiền cao, vị cũng bình thường!
Chưa kể còn kẹo khăn giấy, và khi mua về Sốt ko được cho nhiều... 🤔
Về phần vệ sinh thì cũng ko trách, có mấy người ăn mà não để đâu!",1,Negative
Greg Dolezal,"many times the deliveries are quite late, by as much as an hour. Just tonight the app said my food had been delivered but it hadn't. Now I will wait another hour for food",2,Negative
Dinh Thuỷ,Nhà hàng này rất ok,5,Positive
Lazeez,"I got a missing meal, and when I got back to them they refused to hand me the meal, I won't come back again",1,Negative
Quyen Vo,Cafe ngon và nhân viên rất lịch sự .,5,Positive
Huy Duong Ba,"McDonald’s là khỏi chê rồi.
Thức ăn / uống tuyệt vời.
Cách thức bán hàng trong đại dịch là quá hay và chuẩn.
Hiện tại chỉ mình McDonald’s là bán suốt 24/7 nên rất tuyệt. Bất cứ khi nào Bạn cảm thấy đói là có McDonald’s.
Good",5,Positive
Hai Nguyen Thanh,Ok,4,Positive
김재두,친절,5,Positive
Tâm Nguyễn,"Đã dặn không lấy đùi cũng bỏ cái đùi vô. Đã vậy còn đưa 3 gói tương cà không có tương ớt, gần 12h đêm fai vác cái chén đi xin hàng xóm trọ ít tương để ăn. 3 sao là hên rồi. Đơn hàng số 139 mua lúc 23h20-23h30 tại McDonald Điện Biên Phủ. Ăn mk tức muốn trào đờm.",3,Neutral
Truc Giang,Un careful packing,1,Negative
Tiến Vũ Đường,Nhân viên phục vụ vô ý thức,1,Negative
Nhan Vo,Trãi nghiệm tốt,4,Positive
Dương,Văn phòng đẹp,5,Positive
Michael Kurtz,Fast. Good English. Foreign prices of course,4,Positive
Duc Nguyen,Bt,2,Negative
Hoang Trong Thanh Official,"29.05.2021, order 3352 khoảng 21h hơn, cơm còn sống, gà mặn hơn mọi ngày. Chắc do tình hình Covid ảnh hưởng đến nhà hàng hoặc thay đầu bếp mới?",1,Negative
Phương Tín Huỳnh,"Không gian lịch sự, sạch sẽ chuyên nghiệp. Nhiều chương trình khuyến mãi combo hấp dẫn",5,Positive
nguyentiendungtg,Tiện lợi,4,Positive
Le Tai,Nhân viên không muốn bán hàng cho khách nên nói khách đợi 60 phút...chưa thấy tình trạng này bao giờ.. nếu không muốn bán chỉ cần nói hết hàng chúng tôi vẫn vui...chia tay,5,Positive
Helmut taferner,"Average, meat on burger tastes strange, not as in other Asian countries.",3,Neutral
Trung Nguyen,"Đậu xe thuận tiện, giá cả, đồ ăn chấp nhận được, order đồ hơi phức tạp",5,Positive
Phú Nguyễn xuân,"Nhanh, tiện dụng oder đồ ăn không cần phải xuống xe",5,Positive
vo quoc cop,"Nhân viên Hương Nguyễn giải thích ko rõ ràng, bắt khách đi thanh toán lòng vòng, ko có 1 lời xin lỗi khách",1,Negative
Phú Nguyễn Phong,Mình thấy rất là được,5,Positive
Phong Tran,Tạm được,3,Neutral
Nhuy Nguyen,"It was so crowded around 5pm. 😩 even though they have machine to order, I had problem with payment and using promotion voucher. Finally I decided to pay and order at front desk.  There's 2 accounting but just 1 staff at this time. Chicken wings were hot and crunch. Hamburger was also good.
Btw I followed instructions of the bill to give a comment on website, however, I didn't receive any offer as their promise...so sad",4,Positive
Thanh Phi Hyundai,"Không gian rộng rãi. Thích hợp gặp gỡ bạn bè cuối tuần.
Nước uống đồ ăn ngon.

Có mặt tại hơn 118 quốc gia với chuỗi 35,000 nhà hàng tại khắp các châu lục, mỗi ngày, McDonald’s toàn cầu phục vụ hơn 70 triệu người tiêu dùng, không chỉ đảm bảo mang đến cho họ những bữa ăn ngon, an toàn vệ sinh, mà còn làm họ hài lòng với dịch vụ của McDonald’s.

Nắm bắt nhu cầu của người tiêu dùng Việt Nam hiện nay, chúng tôi mong muốn phục vụ những bữa ăn nhanh nhưng hợp vệ sinh, đầy đủ dưỡng chất cùng với cung cách phục vụ chuyên nghiệp, McDonald’s cam kết sẽ làm bạn hài lòng với dòng sản phẩm nổi tiếng khắp thế giới của chúng tôi như Big Mac, Chicken McNuggets, Egg McMuffin. Không chỉ nổi tiếng về thức ăn ngon, McDonald’s còn nổi tiếng về chuỗi tiêu chuẩn Chất Lượng, Dịch Vụ, Vệ Sinh và Giá trị.",5,Positive
Quang Tấn Đinh,"Phục vụ khá tốt, món ăn ngon",5,Positive
Kanna chan,"Nhân viên ok, món ăn lúc nào cũng nóng, không gian cũng thoáng mát",5,Positive
Mai Thành Duy,"Nhân viên thân thiện, thức uống ngon, quán tương đối rộng, nằm ngay vòng xoay cầu Điện Biên Phủ nên rất dễ tìm",4,Positive
Phạm Đình Phú,Tuyệt vời,5,Positive
van anh Nguyen,"Vị trí trung tâm, thuận lợi cho khách du lịch.",5,Positive
Dr.Munish Yoga (Champion),Nice and friendly staff here and many options in menu 😀 we can also order self or counter big place nice view,4,Positive
eric white,"Quick service for a VN McDonald's. It is not ""fast food"" here. They don't pre-cook large amounts of food like in the US. Orders are prepared as they come. It is worth the extra couple of minutes. The food is fresh and hot. Very clean reataurant. Food was excellent. Staff very friendly and professional.",5,Positive
Hiroshi,ふつうです。朝マックのマフィンが好きだ,4,Positive
Tường Nhật,No 1,5,Positive
MinhDuy Nguyen,"Tụi nhỏ rất thích, thoải mái",5,Positive
tuấn anh trần,"Ổn, style nước ngoài, freedom",4,Positive
Sam Sam,"Ở đây không gian cực rộng luôn
Làm việc rất tốt, tuy nhiên buổi tối sẽ đông đúc và hơi ồn nếu có tiệc thì sẽ đông lắm, không gian trên lầu lộng kính nhìn rất có mood làm việc hoặc gặp đối tác.

Giá Combo đồ ăn tầm 59k cho khoai tây, gà và nước.",4,Positive
Ian Pavitt,Can be a bit slow to get the food out.,4,Positive
lang diep,Rất ngon và nhiều khách hàng.,5,Positive
Trí Từ,Ok,4,Positive
79 39,"như cc ,lâu bỏ mẹ",1,Negative
thanhle nguyen,"Món ăn ngon. Phục vụ nhanh, lịch sự, ân cần. Địa điểm sạch sẽ, thoáng mát.",5,Positive
Cường Hoàng (Lucid),Vị trí gan quan 1 khong gian rộng thoáng. Co do an va cafe nhanh,4,Positive
Nguyễn Hoàng Nam (Mr3H),"quán rộng rãi, giá đắt",3,Neutral
Ken TAN,Picture tell a thousand words ! Will never return .,1,Negative
Linh Huynh Cong,"Rộng rãi, sạch sẻ và chổ để xe thỏa mai phù hợp gia đình 👌",5,Positive
Văn Thắng Phan,Vị trí thuận lợi cho những cuộc hẹn gặp 😍,5,Positive
CHOI VIETNAM,지나갈때 자주 들리는 맥도날드,4,Positive
Lâm Trúc Vân,thích hợp tổ chức sinh nhật cho các cháu nhỏ.,5,Positive
Jason Mike,"Quán mở rất khuya , tối ngồi mát",5,Positive
이현우,"24시간이라 일 마치고 늦게 아이스크림이나 간단한 식사를 하러 가끔 가는 곳, 세계 어디를 가도 기대한 딱! 그 맛을 내는 매뉴얼에는 별 5개 주고 싶지만, 매번 야외 테이블 위의 음식쓰레기는  스스로 정리해야하기에 별은 3개로 ^^",3,Neutral
kênh giải trí,Ok,5,Positive
Viet Nguyen,Khách cũng đông!,5,Positive
Steven Hsu,fast， servicer can speak English well,5,Positive
Nihal Ranjan,The best thing with McDonald’s da kao is its location. The food like any McDonald’s is same and I really like this new self order kiosks,4,Positive
Pham Huy,Hì nhân viên nhanh nhẹn và chất lượng đồ ăn khá ổn,5,Positive
NGUYỄN THẮNG,"Không gian nóng, tiết kiệm điện máy lạnh. Vô đó cũng đông khách, ăn thì nhớ lấy hóa đơn để miễn phí gửi xe.",3,Neutral
Teresa Nguyen,Good,5,Positive
A Thọi,Nhanh,5,Positive
hào bự,"Hôm nay tôi đến dùng tại MCDONAD chú Bảo vệ mập mập ngồi với mấy a Tài xế ol.
Chú nói chuyện rất mất lịch sự, tục tiểu cần xem xét lại hình ảnh bảo vệ tại đây.",1,Negative
Đoàn Vũ Đức Phạm,Nơi tôi dung cho!!!!,5,Positive
Long dai phat,"Quán rộng, đẹp... Ngon",5,Positive
Đam Mê Chế Tạo,Nóng nực không thoải mái.!,1,Negative
Thọ Lê Quang,Good...,5,Positive
Bơ và Bắp Má,"Một gợi ý về địa điểm tổ chức sinh nhật cho các bé. Ở đây có 3 phòng sinh nhật trên lầu 1, sức chứa tối đa 50 khách. Thuận tiện cho các mẹ không có thời gian chuẩn bị tiệc cho con, chỉ việc chọn phần ăn, số lượng... Tới giờ là đồ ăn thức uống sẵn sàng trong từng phần. Mc có những phụ kiện như mắt kính, nón sinh nhật, thiệp, và các quà tặng khi mua set đồ ăn, các bé có vẻ thích nè.",5,Positive
Thang Ngo Minh,"Burger của Mc Donalds không phải là thứ mình thích nhất, nhưng dịch vụ chăm sóc khách hàng của Mc Donalds thì xuất sắc.",5,Positive
Tan Tan,Cua ngo thanh pho nen dong khach,5,Positive
Christine King-Cathell,Good service. There is a staff who can speak english which essential especially if there's an expat customers.,5,Positive
hoang hoang,Fast food mà làm đồ ăn cả tiếng. Sao k để dành đó mà ăn đi bán chi nữa,1,Negative
Chuỗi Giá Trị The Adam Global,"Tuyệt vời.

Ăn no với combo. 279k. Chỉ 2 người lớn.

Quá nhiều. Còn mang về nữa.",5,Positive
Nhat Thao Bui (Kali),Good,5,Positive
Thao Tran,"Bình thường, lúc này thêm order trên máy tính nên khách dễ lựa chọn hơn",3,Neutral
Tran Vo,Dc,5,Positive
Trần Minh Quang,Poor support,3,Neutral
Thuy Le,"Những món ăn quen thuộc của McDonald's, nhà vệ sinh hơi bẩn...",3,Neutral
Jimmy F,Why is McDonald's so cancer yet so good ?,5,Positive
Ariane Hugo,Peaceful and quiet :),5,Positive
Wang Johnny,"Chỗ ngồi tốt, không gian rộng rãi, phục vụ chuyên nghiệp",5,Positive
Đặng Quốc Dũng,Địa điểm tốt để ăn uống nhanh,5,Positive
jamie celaya,What can I say... Sometime you need to get your fix 🤷,5,Positive
Binh Vu US,Great place,5,Positive
THUYDO BACKUP,Nơi dành cho các bữa ăn vội :),4,Positive
Huy Hùng Lê,"For a fast food place, it is kind of slow in my opinion. Maybe today was a bit crowded and they might be understaffed.

For the reception (ordering), they worked quite slow, either with ordering through the monitor or waiting in queue. Other than that, the food is decent for its price. However, you can still get something else much better (or even with bigger proportion) at another place and maybe even cheaper too. With that being said, the food quality is fine and the portion is adequate.

The biggest critique would be the cleanliness, though. It can look a bit sloppy and dirty at times. I know that the staff sure do their job well but sometimes, most mess are made by the customers and not due to the staff being lazy.

Overall, a fine place to grab a quick meal even it might not be fast enough. Moderately clean and has outdoorn seats if you don't fancy air-conditioned atmosphere.",3,Neutral
PO,Fries too salty. Burger choice poor not as other mcdo and no choice of sauce for nugget.,1,Negative
Truyền Trần,Nhân viên tệ,1,Negative
Binh Nguyen,Great location for fast food 🍔🍟🍗. Free parking,5,Positive
tô nam Tô,Oki,5,Positive
Kim Nguyen,Okay,4,Positive
Ivan Ng,晚上员工很懒，卫生也不搞,3,Neutral
Le Hoang Thi,"Mùa dịch bên Mc Donald chống dịch tốt. Có rửa tay, màn che, và hướng dẫn khách ở các máy tự động.",5,Positive
Thành Phạm,"Nhân viên giữ xe nói chuyện mất dạy, vòi tiền khách hàng",1,Negative
Nguyên Nguyễn,"Ăn cũng ổn, là điểm mở đầu tiên tại sg, khơi gợi lại hương vị xa sưa từ hồi sinh viên nghèo hay ăn:) nói chung cảm giác bánh bé đi nhiều so với trước kia đã ăn, lâu lâu vào ăn cũng được",5,Positive
Dũng Học Trò,Good service,5,Positive
Anh Lăng Đỗ,"Quán sạch sẽ, thức ăn phong phú ngon, giá cả hợp lý.",3,Neutral
Riy Pham,I like this place,5,Positive
Van Tam Pham,Làm thiếu món hoài,1,Negative
Tuan Kiet Tran,Mặt bằng rất rộng ... sạch sẽ 👍,5,Positive
Thang Nguyen Le,Không gián quán rộng rãi,5,Positive
Joel Cortes,"A 24 hour mcdonalds. Always prompt service.
And the fries are always amazing. Just get them to eat there...not take away.
The first place I go when getting the time to go eat junkfood....always mcdonalds.
I can customize how many pickles I put on a burger.....thats a win in my book.",5,Positive
Hoang Trang Nguyen Thi,"Gà tươi, ngon, không gian rộng rãi. Không có đĩa, chỉ có hộp giấy đựng đồ ăn. 1 phần happy meal có thêm đồ chơi nên các bé rất thích.",4,Positive
Phuongv Design,Bình thường,4,Positive
Ryan Cooper,The hamburger was cooked fresh and it was tasty.,5,Positive
baby bung bu bung bu,đông vui,5,Positive
Kim Thoa TBYT HCM,Ok,5,Positive
Thành Được,"Nhà vệ sinh bẩn quá..
Cần xem lại ok",1,Negative
KiHyeog Ryu,괜찬습니다...,4,Positive
Vitoon J.,Drive Through is convenient.,4,Positive
THỊNH SẦM,"Tôi làm tài xế công nghệ, Lần đầu tiên ghé đây mua đồ giao cho khách. Khi đến nơi do không biết về khu vực để xe. Nên đi theo hướng dẫn vào nơi để gửi xe, vừa tới khu vực giữ xe, mình hỏi anh giữ xe là để xe ở đây phải ko ạ? Anh chỉ tay về phía trước quán và nói có thấy đồng nghiệp đậu không? Nghe xong mình thấy ko vui ngay. Dù sao mình cũng phải được xem như một khách hàng chứ. Đã hướng dẫn thì phải cho rõ để khách còn biết. Giống kiểu có thái độ riêng biệt với tài xế công nghệ. Tôi chỉ là người mua hộ cho khách chứ đâu phải vào để xin xỏ gì đâu mà đối xử vậy. Nếu tôi là khách hàng chắc chắn sẽ quay xe đi luôn rồi. Mong rằng quản lý chấn chỉnh điều này để có dịch vụ tốt nhất trong khâu phục vụ.",3,Neutral
Narvy,"Ok nhé. Quán làm rất nhanh, rất chuyên nghiệp.",5,Positive
Mẹ Khang Official,Ok,5,Positive
Lưu Phan Ngọc Bích Official,"Không gian rộng rãi thương hiệu nổi tiếng. Chỗ này thuận tiện hẹn hò bạn bè cà phê làm việc đối tác.
Đặc biệt tùy quán đông nhưng không quá hồn ao như chỗ khác.",4,Positive
Phát Lê,Vị trí ngon.gà ngon.nhan viên nhiệt tình,5,Positive
Nhat Huy,"Just like any other McDonald's store in the city, they have the perfect interior design, the best burger with softy tasty yummy beef and the professional service along with the kindly staff's attitude. Good job!!!",4,Positive
nguyen ngoc thy nhan,"Rất ổn, gà cay ngon, coke ngon, rất mát ngồi ở khuôn viên bên ngoài. Mình hay đi cả nhà order 2 phần ăn muốn té xỉu",5,Positive
Long Le,Nice Western fast food,5,Positive
Dinh Nguyen,"Đậu xe rộng , thoáng , đẹp ...",4,Positive
Michael Phan,I Love It,5,Positive
Hong Quoc Duy,"Quán khá vắng, không khí tẻ nhạt",5,Positive
saigon goo,Đồ chơi xin đổi 2 cái khác cho 2 bé thì từ chối đổi. Trong khi ở nhà thờ đức bà và đường 3/2 họ vẫn vui vẻ đổi,2,Negative
yanga sigasana,Lovely fresh foood,5,Positive
Kesigan Padayachee,Tables was not clean.,1,Negative
Lành Trương,Ngon.,5,Positive
"William, Vietnam Dang Dinh Long",Convince,4,Positive
TRƯƠNG QUỐC ĐẠT BÙI,"Nhân viên không nhiệt tình, đã dăn không lấy sketchup nhưng vẫn lấy, phản ánh lại thì nhân viên dửng dưng. Keo kiệt khi chỉ đưa 1 chén nhưa đưng gia vị. Thức ăn mắc nhưng ko ngon",2,Negative
Maggie Chen,騎機車休息的好選擇！,3,Neutral
Teacher Jin,This place was good. Open 24 hours. Restroom wasn’t very clean. The service was slow.,3,Neutral
Lê Trọng Khôi Triệu,Ổn,4,Positive
Kayce Pham,"Cửa hàng McDonald’s chi nhánh Đa Kao là cửa hàng đầu tiên của hãng được mở tại Việt Nam vào năm 2014 và đây được cho rằng là chi nhánh đẹp nhất trong 17 chi nhánh của McDonald’s tại TP.HCM.
Địa chỉ: 2 - 6 Bis Điện Biên Phủ, Q1, TP.HCM
Giá: 50.000đ - 200.000đ
----
Cửa hàng McDonald’s nằm ngay vị trí vòng xoay Điện Biên Phủ. Đây là một vị trí thuận lợi và đông người qua lại nên khách hàng tại chi nhánh này rất đông.
Và một điểm nổi bật không thể không kể đến khi nhắc về dịch vụ của McDonald’s – đó
chính là dịch vụ Drive Thru. Drive Thru là dịch vụ mua hàng không cần đổ xe được McDonald’s tiên phong tại Việt Nam trong lĩnh vực này.
Menu của nhà hàng McDonald’s luôn được đầu tư về hình thức và chất lượng để các thực khách có thể tự do chọn lựa. Và một trong những món ăn phổ biến được yêu thích nhất chính là gà rán. Được bố trí ngay ở giữa và từ trái sang phải nhằm trở thành những thông tin đầu tiên mà khách hàng thấy được.
Ngoài những menu đồ ăn thì chúng tôi có thể thấy nhà hàng Mc Donald’s còn có menu về café. McCafe tạo cho chúng tôi một cảm giác café của nhà hàng rất chất lượng với giá cả hợp lý và phù hợp với giá tiền của khách hàng
Thứ hai, về cách bố trí khu vực dành cho khách hàng. McDonald's bố trí chỗ ngồi rất thông minh, không để các khách hàng phải phiền hoặc cảm thấy không hài lòng khi ngồi lại thưởng thức các món ăn.
Do cường độ làm việc khá cao nên các bạn nhân viên cũng được đào tạo rất chuyên nghiệp, tư vấn rõ ràng cho khách hàng về thức ăn và kèm nước uống, hướng dẫn rõ ràng các quy trình khi khách hỏi.",5,Positive
Huân Nguyên,Nhanh,5,Positive
Châu Minh Chinh,Ok,4,Positive
Vien Nguyen,Thấy cũng ít khách,3,Neutral
Nguyễn Anh,Làm Đồ  ăn rất  nhanh..  Tốt,5,Positive
A.T,Ok,5,Positive
can tran van,"Chợ Kim Biên có thời gian thập niên trước năm 1975
Chợ buôn bán đủ các loại máy móc gia dụng và công nghệ mới nhất từ mọi miền đất nước đều có ở đây tuy cho không lớn nhưng vẫn có thể làm cho người dân trong nước xem như một mô hình truyền thống của người hoa",5,Positive
Saigon Brit,"Great food, fast service, clean restaurant. One small thing, the self ordering menu is really confusing. I looked and looked (so did my colleagues) for a Big Mac set (value meal) and it was hidden behind obscure/unintuitive menu choices. 10 minutes of searching and finally a staff member showed us. Big Mac and other sets should be front and center on menu.",5,Positive
Luan Thuy,Đẹp,5,Positive
Tâm Đức,"McDonal sạch sẽ,chuyên nghiệp,hy vọng có thời gian sẽ ghé ủng hộ.",5,Positive
Minh Nhật Huỳnh,Mọi thứ ổn . Mọi thứ đều bằng máy móc,4,Positive
HUU TAM NGUYEN,Oke,4,Positive
Vinh Trần,Xuất sắc mọi thứ,5,Positive
Mân Lê Minh,Y thuc bao ve suc khoe va phong benh Covid rat tot va co trach nhiem .,4,Positive
Quoc Tich Toan Cau,Rất OK,5,Positive
Dat Tran,Ok ngon làm nhanh,5,Positive
Liêm Mông Phát,"Ngon, sạch sẽ, hợp vệ sinh",5,Positive
Anh Khoa,Good,5,Positive
2405 - Nguyễn Ngọc Minh Hoàng,Rộng rãi thoáng mát nhân viên nhiệt tình,5,Positive
Phong Nguyen,Hands down the best Maccas in SG. Never ran into any problems with this store.,4,Positive
DUC CHI NGUYEN,Kem ngon,5,Positive
HungDinh Bra,Ổn,4,Positive
Nam NguyenHoang,"Mở cửa 24/24, bãi đỗ xe rộng rãi, nên là nơi tụ tập của các nhóm chạy xe, chuẩn bị xuất phát trải nghiệm các cung đường ...........",5,Positive
Johnson Wang,Everything here is good . Took away the 2 stars because of the heat inside the restaurant.  They seem to be unable to afford to pay for the air conditioning.,3,Neutral
Long Phi,Chờ món ăn rất lâu,1,Negative
Long Nguyễn Hoàng,Chậm,1,Negative
hoang nguyen,Làm như con cạc,1,Negative
Duy Trinh Ngô,"Quán wifi mạnh, có nhiều view đẹp, gửi xe miễn phí",5,Positive
Ngọc Trân Huỳnh,"Dịch vụ tốt, món ăn ok",4,Positive
Bội Tấn,Rất ngon,5,Positive
Nguyễn Đạt,"Nơi này phục vụ trẻ em nhiều nhưng toilet nam bồn tiểu chỉ dành cho người lớn, nghĩa là nó quá cao cho trẻ nhỏ",2,Negative
Hugo Trùng Dương's,"Tui cực kì yêu thích món kem Oreo và Matcha 🍦🍦🍦
Siêu ngon luôn 💚💚💚",5,Positive
An Toan,"Nhân Viên ngay quầy shipper rất là khó chịu, đưa nhầm đơn cho shipper còn nói rất là ngang tàn ( cô gái đeo kính tròn).",1,Negative
ngocchau truong,"Quán không gian rộng rãi, thoải mái, dễ dàng tập trung làm việc",5,Positive
Yi Ni,"Wao tới đây đã quá đúng như wikipedia preview luôn mọi người

McDonald's là một tập đoàn kinh doanh hệ thống nhà hàng thức ăn nhanh với khoảng 36.000 nhà hàng tại 119 quốc gia[3] phục vụ 43 triệu lượt khách mỗi ngày dưới thương hiệu riêng của mình. Công ty được thành lập đầu tiên năm 1940 do anh em Richard và Maurice (""Mick & Mack"") McDonald. Nền tảng của sự kinh doanh thành công hôm nay là do Ray Kroc mua lại của anh em McDonald và phát triển thành một trong những dự án kinh doanh thức ăn nhanh thành công nhất thế giới.

Nễ mc donald thiệt chứ",5,Positive
Nem vlog,"Sach, đồ ăn cũng tạm",5,Positive
Duong Tuan Cuong,Vị trí dễ tìm. Chỗ đậu xe thuận lợi.,5,Positive
Mate Luu,Wifi is very slow but everything okay.  I see a thank you word for the free pee man,5,Positive
Michelle Phung Thuy Duong,"Order drive through lúc lấy đồ muốn mở ra check thì nhân viên hối đi lẹ do có khách phía sau, còn nói chị yên tâm em check đủ đồ rồi. Về nhà mở ra thấy thiếu khoai tây chiên 🙃 tức gì đâu á",1,Negative
Chuong Mai,A regular drive through procedure.,4,Positive
Tanphat Pham,Tốt,4,Positive
quy nguyenvan,"Đẳng cấp view nhìn toàn cảnh, phục vụ tốt, sạch sẽ, thịch hợp với nhóm",5,Positive
Khánh Võ,"Vị trí thuận tiện
Đông khách
Chỗ đễ xe lớn, nhưng ngoài trời
Nhân viên nhanh nhẹn
Đồ ăn tạm ổn cho ai thích fastfood",4,Positive
Tâm Chu Thanh,"Rộng rãi, đồ ăn nhiều món. Tuy nhiên vệ sinh bàn chậm",4,Positive
Yuk leung Lui,有停车位，环境干净,4,Positive
Trà Thanh,Có món mới Macaroni Soup (Nuôi nước). Ổn cho trẻ lót dạ để đi học ngoài giờ,4,Positive
Thanh Nguyen Duc,Nice,4,Positive
Xanny Du,"Nice place, international brand quality, car and motorbike park, drive thru line, inside and outside table, with kid playroom inhouse",5,Positive
Vien Nguyen,This is the drive-through McDonald's restaurant in HCMC. Good location and easy to access... My great customer 🥰,5,Positive
Linh Trương,Chất lượng wifi quá tệ,1,Negative
Phung Viet Linh,Loving it. One of very few drive thru that exist in vietnam.,5,Positive
ĐồngThu258 Nguyen,"Khong vao,khong quan tam",2,Negative
Lê Ngọc,"Nhân viên ko niềm nở với các anh tài xế Grab, họ cũng là người góp phần phát triển mà lại bị đối xử ko được tôn trọng.",1,Negative
Eric Chan,"Giá ổn
Dịch vụ nhanh
Chất lượng không gian không được sạch sẽ. Cần cải thiện",2,Negative
Hung Nguyen,Services are good. A lot of items on the menu are not the same as in the US. There are no DIET drinks.,5,Positive
yutaka sudo,非接触注文良いのですが、テイクアウトを選んでいるのに、サイド聞かれたり、店で座っていろと自分の思いだけが強すぎます。,4,Positive
Trung Thu (Bà Thu),Sạch đẹp phục vụ ok nhưng sao gà mặn quá😬😬😬,3,Neutral
Duong Le,"A McDonald's is a safe choice when you travel to unfamiliar towns and you don't knowing a good place to eat in the neighborhoods.  What McDonald's has is consistency across all its shops.

The McDonald's at this location is larger than others.  IT also employed more automated cashiers.",3,Neutral
Tuan Anh Sym,Chỗ thoáng tiện để hẹn bạn bè. Điểm trừ là toilet hôi vs khai.,3,Neutral
KL Nguyen,Confortable for Driver Thru,5,Positive
ADEVON FURNITURE,"Order on big screen inside, the order helper is gorgeous (although with face mask, I can sense that)
Coffee is fine
The chicken wings are fine
To cross the traffic and go in there is quite a challenge! Watch yourself!",4,Positive
Hien Ho,"Ban lãnh đạo ngày càng tệ, chất lượng đào tạo nhân viên ngày càng kém. Khuyến mãi hời hợt, lừa dối khách hàng.

Không nhận được khuyến mãi khi lần đầu tải app như quảng cáo, khuyến mãi còn hạn nhưng tự biến mất (trên app ghi là “không giới hạn người dùng” nhưng nv lại nói ngược lại). Marketing tồi quá!",1,Negative
hùng nguyễn,"Cũng là 1 thương hiệu nổi tiếng của nước ngoài, nhưng sao lại có 1 số nhân viên cực kỳ mất dạy. Phải chăng khâu training có vấn đề?",1,Negative
Roulette Roy,"Very dirty and smelly in toilet , parking to shop no rain cover",1,Negative
quoc hoang,Chuyên nghiệp,5,Positive
Cuong Pham Cao,"Đồ ăn ngon, phục vụ chuyên nghiệp, không gian hiện đại, mát mẻ. Rất hài lòng.",5,Positive
Quốc toản Trần,"Mc. Donalds ở đây bẩn nhất trong tất cả nhà hàng thức ăn nhanh mà tôi từng trải nghiệm
Rác và vết đồ ăn lăn lóc trên bàn sau khi khách ăn xong nhân viên dọn rất chậm hoặc không dọn. Ngay từ đầu bước vào tôi đã thấy rất nhiều bàn không được dọn, sau khi gọi món cho tới khi ăn xong nó vẫn nằm trên bàn
Không biết là nhà hàng này nhân viên dọn hay khách tự dọn
Nhà vệ sinh thì nặc mùi khai như kiểu wc trường tiểu học năm 2000
Không biết món ăn ở đây có đảm bảo vệ sinh không nữa
Bài đánh giá này được viết sau khi tôi ăn xong và tải lên khi vẫn ngồi tại Mc Donalds Dakao
Không hiểu sao nhà hàng này vẫn được tổng reviews trên 4 sao
Khuyên các bạn thích ăn Mc Donalds nên qua các chi nhánh khác",1,Negative
Yong Ruan,Phở Local buger and Pineapple yourgourt. It's delicious. Must tru again.,4,Positive
Andrew Preston,It's alright. But the staff never offer table service when paying at the counter.,3,Neutral
Dũng Nguyễn (Dũng review có tâm),"Burger vị phở mới xịn xò,ăn độc đáo lắm .
Đánh giá cao món fusion này mong nhà hàng phát huy.",5,Positive
川村泰裕,"If you want to concentrate and work,this is one of the choice in HCM.",5,Positive
Thịnh nguyễn,Sạch sẽ thoáng mát,2,Negative
Linh Duy,Vị trí thuận tiện (ít nhất cho ai bắt limosin đi Vũng Tàu),5,Positive
Bao Duy Huynh,"Trừ 1* cho việc dùng giấy lót, gây lãng phí cơm ...",4,Positive
Duy Nguyễn,Nhân viên vui vẻ và nhiệt tình,4,Positive
hoàng lâm nguyễn,Tự động hóa,4,Positive
Ho Le Long,Ngon,5,Positive
hung Le,Không gian rộng rãi,5,Positive
Lars Olsson,It's McDonalds what can go wrong? 😁,5,Positive
Nguyen Long Son,Delicious,5,Positive
이재영 (BlueBamBoo),24시간오픈이라좋음. 다만 사람이 너무많아 관리가 잘안됨.,4,Positive
Hoang Trung,Om,5,Positive
s jame,맥도날드 항상 사랑 합니다,5,Positive
Thế Vũ Huỳnh,Service ok.,5,Positive
hữu hiền nguyễn,Chuyên nghiệp và tiện cho mua hàng từ xe hơi,4,Positive
ha huy,"Địa điểm dễ tìm,đồ ăn tương đối ngon.Thích hợp cho cả gia đình hẹn hò",5,Positive
Vũ Tô Quang,"đánh giá 4 sao vì máy lạnh k được lạnh lắm, đôi lúc còn hơi nóng nữa, nhân viên phục vụ tốt và nhiệt tình",4,Positive
Giảm Béo Cenly Chính Hãng 100% Thảo mộc,"đồ ăn ngon, không gian thoáng mát, nhân viên phục vụ  chu đáo",5,Positive
Hoang Hai Do,"Normally quite a cool place to hang out. But while I was there that day, there seemed to be a motorcycle gang hanging sound.",4,Positive
Lona Tran,"Toạ lạc tại vòng xoay ĐBP dễ tìm, McDonald là lựa chọn lí tưởng cho các gđ có con nhỏ với không gian quán rộng rãi, mở cửa 24/7, gà ngon hơn các brand gà rán khác ăn không bị khô. Khách có thể mua mang về mà ko cần gửi xe rất tiện. Mình thấy các cửa hàng khác nên thiết kế giống vậy",5,Positive
