Review,Sentiment,tokenized_text,emoji to text,emoji to text + stopwords
bị đau dạ dày nghiêm trọng,0,bị đau dạ_dày nghiêm_trọng,bị đau dạ_dày nghiêm_trọng,đau dạ_dày nghiêm_trọng
nhân viên thô lổ. đên trước mà lại nhận món ăn sau cùng.hỏi thì nhân viên trả lời thô lổ,0,nhân_viên thô lổ . đên trước mà_lại nhận món ăn sau cùng.hỏi thì nhân_viên trả_lời thô lổ,nhân_viên thô lổ . đên trước mà_lại nhận món ăn sau cùng.hỏi thì nhân_viên trả_lời thô lổ,nhân_viên thô lổ đên mà_lại món cùng.hỏi nhân_viên trả_lời thô lổ
cần gọi ăn nhanh để đi gấp nhưng đợi mất tg quá. nên cải thiện thêm,0,cần gọi ăn nhanh để đi gấp nhưng đợi mất tg quá . nên cải_thiện thêm,cần gọi ăn nhanh để đi gấp nhưng đợi mất tg quá . nên cải_thiện thêm,gọi gấp đợi tg cải_thiện
"gia đình chúng tôi đã ra lệnh cho mcroyal, khoai tây chiên, than cốc, gà rán và gạo. thức ăn không sao, nhưng sau đó cả gia đình đã bị ngộ độc thực phẩm và đã ra ngoài trong nhiều ngày. chỉ là khủng khiếp.",0,"gia_đình chúng_tôi đã ra_lệnh cho mcroyal , khoai_tây chiên , than_cốc , gà rán và gạo . thức_ăn không sao , nhưng sau đó cả gia_đình đã bị ngộ_độc thực_phẩm và đã ra ngoài trong nhiều ngày . chỉ là khủng_khiếp .","gia_đình chúng_tôi đã ra_lệnh cho mcroyal , khoai_tây chiên , than_cốc , gà rán và gạo . thức_ăn không sao , nhưng sau đó cả gia_đình đã bị ngộ_độc thực_phẩm và đã ra ngoài trong nhiều ngày . chỉ là khủng_khiếp .",gia_đình chúng_tôi ra_lệnh mcroyal khoai_tây chiên than_cốc gà rán gạo thức_ăn gia_đình ngộ_độc thực_phẩm khủng_khiếp
quá đông đúc. phòng tắm luôn là một mớ hỗn độn.,0,quá đông_đúc . phòng tắm luôn là một mớ hỗn_độn .,quá đông_đúc . phòng tắm luôn là một mớ hỗn_độn .,đông_đúc phòng tắm mớ hỗn_độn
thai đô,0,thai đô,thai đô,thai đô
"quá tệ , nhân viên thì kém",0,"quá tệ , nhân_viên thì kém","quá tệ , nhân_viên thì kém",tệ nhân_viên kém
"khi đặt hàng ở đây, hãy chuẩn bị cho thực tế là bạn sẽ không chờ đợi nhân viên giúp đỡ, bởi vì người việt nam sử dụng một nhân viên duy nhất làm người phục vụ, buộc anh ta phải hoàn toàn đặt hàng tại điểm tự đặt hàng và chỉ cho anh ta thấy một ngón tay để nhấn. đây là đáy. tại sao nhân viên ở đây không coi trọng quá nhiều và không làm công việc của họ một câu hỏi khác. thực tế là nếu bạn cần giúp đỡ, nhân viên sẽ bận rộn với một số điều vô nghĩa",0,"khi đặt_hàng ở đây , hãy chuẩn_bị cho thực_tế là bạn sẽ không chờ_đợi nhân_viên giúp_đỡ , bởi_vì người việt_nam sử_dụng một nhân_viên duy_nhất làm người phục_vụ , buộc anh ta phải hoàn_toàn đặt_hàng tại điểm tự đặt_hàng và chỉ cho anh ta thấy một ngón tay để nhấn . đây là đáy . tại_sao nhân_viên ở đây không coi_trọng quá nhiều và không làm công_việc của họ một câu hỏi khác . thực_tế là nếu bạn cần giúp_đỡ , nhân_viên sẽ bận_rộn với một_số điều vô_nghĩa","khi đặt_hàng ở đây , hãy chuẩn_bị cho thực_tế là bạn sẽ không chờ_đợi nhân_viên giúp_đỡ , bởi_vì người việt_nam sử_dụng một nhân_viên duy_nhất làm người phục_vụ , buộc anh ta phải hoàn_toàn đặt_hàng tại điểm tự đặt_hàng và chỉ cho anh ta thấy một ngón tay để nhấn . đây là đáy . tại_sao nhân_viên ở đây không coi_trọng quá nhiều và không làm công_việc của họ một câu hỏi khác . thực_tế là nếu bạn cần giúp_đỡ , nhân_viên sẽ bận_rộn với một_số điều vô_nghĩa",đặt_hàng chuẩn_bị thực_tế chờ_đợi nhân_viên giúp_đỡ bởi_vì việt_nam sử_dụng nhân_viên duy_nhất phục_vụ buộc ta hoàn_toàn đặt_hàng đặt_hàng ta ngón nhấn đáy tại_sao nhân_viên coi_trọng công_việc câu thực_tế giúp_đỡ nhân_viên bận_rộn một_số vô_nghĩa
"một trong những trải nghiệm tồi tệ nhất của mcdonald mcdonald mà tôi từng có. trước hết, đơn đặt hàng của chúng tôi đã bị lãng quên và chúng tôi phải hỏi sau khoảng 15 phút khi nó biến mất trên màn hình. sau khi nhân viên không thân thiện đã cho chúng tôi đơn đặt hàng của chúng tôi và chúng tôi đã đi đến bàn của chúng tôi, chúng tôi nhận thấy rằng burger của chúng tôi đã hoàn toàn tách ra và một nửa thậm chí còn ở trong túi. chất lượng thực phẩm là bên cạnh cái nhìn như mcdonald, và không khác lắm với châu âutây mcdonald. bên cạnh đó tôi sẽ không khuyên bạn nên đến nhà hàng này.",0,"một trong những trải_nghiệm tồi_tệ nhất của mcdonald mcdonald mà tôi từng có . trước_hết , đơn đặt_hàng của chúng_tôi đã bị lãng_quên và chúng_tôi phải hỏi sau khoảng 15 phút khi nó biến mất trên màn_hình . sau khi nhân_viên không thân_thiện đã cho chúng_tôi đơn đặt_hàng của chúng_tôi và chúng_tôi đã đi đến bàn của chúng_tôi , chúng_tôi nhận thấy rằng burger của chúng_tôi đã hoàn_toàn tách ra và một_nửa thậm_chí còn ở trong túi . chất_lượng thực_phẩm là bên cạnh cái nhìn như mcdonald , và không khác lắm với châu âutây mcdonald . bên cạnh đó tôi sẽ không khuyên bạn nên đến nhà_hàng này .","một trong những trải_nghiệm tồi_tệ nhất của mcdonald mcdonald mà tôi từng có . trước_hết , đơn đặt_hàng của chúng_tôi đã bị lãng_quên và chúng_tôi phải hỏi sau khoảng 15 phút khi nó biến mất trên màn_hình . sau khi nhân_viên không thân_thiện đã cho chúng_tôi đơn đặt_hàng của chúng_tôi và chúng_tôi đã đi đến bàn của chúng_tôi , chúng_tôi nhận thấy rằng burger của chúng_tôi đã hoàn_toàn tách ra và một_nửa thậm_chí còn ở trong túi . chất_lượng thực_phẩm là bên cạnh cái nhìn như mcdonald , và không khác lắm với châu âutây mcdonald . bên cạnh đó tôi sẽ không khuyên bạn nên đến nhà_hàng này .",trải_nghiệm tồi_tệ mcdonald mcdonald trước_hết đơn đặt_hàng chúng_tôi lãng_quên chúng_tôi 15 phút biến màn_hình nhân_viên thân_thiện chúng_tôi đơn đặt_hàng chúng_tôi chúng_tôi bàn chúng_tôi chúng_tôi burger chúng_tôi hoàn_toàn tách một_nửa thậm_chí túi chất_lượng thực_phẩm cạnh mcdonald lắm châu âutây mcdonald cạnh khuyên nhà_hàng
nhân viên tỏ thái độ không tốt với ae giao hàng,0,nhân_viên tỏ thái_độ không tốt với ae giao hàng,nhân_viên tỏ thái_độ không tốt với ae giao hàng,nhân_viên tỏ thái_độ ae giao hàng
mọi người dường như là một nơi gặp gỡ,0,mọi người dường_như là một nơi gặp_gỡ,mọi người dường_như là một nơi gặp_gỡ,dường_như gặp_gỡ
thu tiền trên thẻ td xong lại lấy cả tiền mặt. mcd vòng xoay đbp,0,thu tiền trên thẻ td xong lại lấy cả tiền_mặt . mcd vòng xoay đbp,thu tiền trên thẻ td xong lại lấy cả tiền_mặt . mcd vòng xoay đbp,thu tiền thẻ td xong tiền_mặt mcd vòng xoay đbp
"nhân viên phục vụ thiếu trách nhiệm trong công việc, rất nhiều lần mình mua happy meal và chọn đồ chơi cho 2 bé, thì mình đều phải đi đổi lại dù trong hóa đơn có ghi rõ. may là ăn tại chỗ chứ đem về rồi không lẽ quay lại đổi. do đó, bạn nào mua nên kiểm tra kỹ chứ không thì ráng chịu ha.",0,"nhân_viên phục_vụ thiếu trách_nhiệm trong công_việc , rất nhiều lần mình mua happy meal và chọn đồ_chơi cho 2 bé , thì mình đều phải đi đổi lại dù trong hoá_đơn có ghi rõ . may là ăn tại_chỗ chứ đem về rồi không_lẽ quay lại đổi . do_đó , bạn nào mua nên kiểm_tra kỹ chứ không thì ráng chịu ha .","nhân_viên phục_vụ thiếu trách_nhiệm trong công_việc , rất nhiều lần mình mua happy meal và chọn đồ_chơi cho 2 bé , thì mình đều phải đi đổi lại dù trong hoá_đơn có ghi rõ . may là ăn tại_chỗ chứ đem về rồi không_lẽ quay lại đổi . do_đó , bạn nào mua nên kiểm_tra kỹ chứ không thì ráng chịu ha .",nhân_viên phục_vụ trách_nhiệm công_việc mua happy meal đồ_chơi 2 bé đổi hoá_đơn ghi may tại_chỗ đem không_lẽ đổi do_đó mua kiểm_tra kỹ ráng ha
nhân viên thái độ khi grab mua hàng trả đồ thiếu,0,nhân_viên thái_độ khi grab mua hàng trả đồ thiếu,nhân_viên thái_độ khi grab mua hàng trả đồ thiếu,nhân_viên thái_độ grab mua hàng đồ
"đồ ăn, không gian vẫn ổn nhưng trải nghiệm dịch vụ rất tệ. mình và bạn đi buổi tối ngồi tầng trên vì tầng dưới đã kín người, lúc chuẩn bị ăn xong thay vì nhân viên đến nhắc bọn mình tầng trên gần đến giờ đóng cửa thì ok bọn mình sẵn sàng dọn dẹp đi về vì cơ bản tụi mình không biết giờ đóng lầu trên của chi nhánh này. đằng này không biết bạn nhân viên nào kêu hai bé gái đến chỗ bọn mình rồi nói năng rất mất lịch sự bảo đuổi khách trong khi vẫn còn vài bàn khách gần đó xong lúc bọn mình đang dọn bàn thì có một vài bạn nhân viên vừa dọn dẹp vừa nhìn chằm chằm tụi mình thái độ rất khó chịu. nói chung bọn mình cũng sơ ý không tìm hiểu giờ đóng lầu trên của quán nhưng cách xử lý của quán thiếu tôn trọng thật sự, thay vì nhắc nhở thiện chí thì lại lôi trẻ con ra chửi khách hàng lúc đó ngoài bàn tụi mình ra thì vẫn còn vài bàn của cô chú khác nhưng thay vì nhân viên đến nhắc nhở toàn bộ thì lại chỉ để con nít đến thẳng bàn tụi mình nói năng lớn tiếng đuổi khách hay do thấy bọn mình trẻ nên dễ ăn hiếp với không gian và chất lượng món ăn của một hãng thức ăn nhanh nổi tiếng như vậy mình mong quán xem xét cải thiện lại chất lượng dịch vụ cho xứng đáng để không còn khách hàng nào có trải nghiệm tồi tệ như bị xem thường kiểu này.",0,"đồ_ăn , không_gian vẫn ổn nhưng trải_nghiệm dịch_vụ rất tệ . mình và bạn đi buổi tối ngồi tầng trên vì tầng dưới đã kín người , lúc chuẩn_bị ăn xong thay_vì nhân_viên đến nhắc bọn mình tầng trên gần đến giờ đóng_cửa thì ok bọn mình sẵn_sàng dọn_dẹp đi về vì cơ_bản tụi mình không biết giờ đóng lầu trên của chi_nhánh này . đằng này không biết bạn nhân_viên nào kêu hai bé gái đến chỗ bọn mình rồi nói_năng rất mất lịch_sự bảo đuổi khách trong khi vẫn còn vài bàn khách gần đó xong lúc bọn mình đang dọn bàn thì có một_vài bạn nhân_viên vừa dọn_dẹp vừa nhìn chằm_chằm tụi mình thái_độ rất khó_chịu . nói_chung bọn mình cũng sơ_ý không tìm_hiểu giờ đóng lầu trên của quán nhưng cách xử_lý của quán thiếu tôn_trọng thật_sự , thay_vì nhắc_nhở thiện_chí thì lại lôi trẻ_con ra chửi khách_hàng lúc đó ngoài bàn tụi mình ra thì vẫn còn vài bàn của cô_chú khác nhưng thay_vì nhân_viên đến nhắc_nhở toàn_bộ thì lại chỉ để con_nít đến thẳng bàn tụi mình nói_năng lớn_tiếng đuổi khách hay do thấy bọn mình trẻ nên dễ ăn_hiếp với không_gian và chất_lượng món ăn của một hãng thức_ăn nhanh nổi_tiếng như_vậy mình mong quán xem_xét cải_thiện lại chất_lượng dịch_vụ cho xứng_đáng để không còn khách_hàng nào có trải_nghiệm tồi_tệ như bị xem_thường kiểu này .","đồ_ăn , không_gian vẫn ổn nhưng trải_nghiệm dịch_vụ rất tệ . mình và bạn đi buổi tối ngồi tầng trên vì tầng dưới đã kín người , lúc chuẩn_bị ăn xong thay_vì nhân_viên đến nhắc bọn mình tầng trên gần đến giờ đóng_cửa thì ok bọn mình sẵn_sàng dọn_dẹp đi về vì cơ_bản tụi mình không biết giờ đóng lầu trên của chi_nhánh này . đằng này không biết bạn nhân_viên nào kêu hai bé gái đến chỗ bọn mình rồi nói_năng rất mất lịch_sự bảo đuổi khách trong khi vẫn còn vài bàn khách gần đó xong lúc bọn mình đang dọn bàn thì có một_vài bạn nhân_viên vừa dọn_dẹp vừa nhìn chằm_chằm tụi mình thái_độ rất khó_chịu . nói_chung bọn mình cũng sơ_ý không tìm_hiểu giờ đóng lầu trên của quán nhưng cách xử_lý của quán thiếu tôn_trọng thật_sự , thay_vì nhắc_nhở thiện_chí thì lại lôi trẻ_con ra chửi khách_hàng lúc đó ngoài bàn tụi mình ra thì vẫn còn vài bàn của cô_chú khác nhưng thay_vì nhân_viên đến nhắc_nhở toàn_bộ thì lại chỉ để con_nít đến thẳng bàn tụi mình nói_năng lớn_tiếng đuổi khách hay do thấy bọn mình trẻ nên dễ ăn_hiếp với không_gian và chất_lượng món ăn của một hãng thức_ăn nhanh nổi_tiếng như_vậy mình mong quán xem_xét cải_thiện lại chất_lượng dịch_vụ cho xứng_đáng để không còn khách_hàng nào có trải_nghiệm tồi_tệ như bị xem_thường kiểu này .",đồ_ăn không_gian ổn trải_nghiệm dịch_vụ tệ tối tầng tầng kín chuẩn_bị xong thay_vì nhân_viên nhắc bọn tầng đóng_cửa ok bọn sẵn_sàng dọn_dẹp cơ_bản tụi đóng lầu chi_nhánh đằng nhân_viên kêu hai bé gái chỗ bọn nói_năng lịch_sự bảo đuổi bàn xong bọn dọn bàn một_vài nhân_viên dọn_dẹp chằm_chằm tụi thái_độ khó_chịu nói_chung bọn sơ_ý tìm_hiểu đóng lầu quán xử_lý quán tôn_trọng thay_vì nhắc_nhở thiện_chí lôi trẻ_con chửi khách_hàng bàn tụi bàn cô_chú thay_vì nhân_viên nhắc_nhở toàn_bộ con_nít thẳng bàn tụi nói_năng lớn_tiếng đuổi bọn trẻ ăn_hiếp không_gian chất_lượng món hãng thức_ăn nổi_tiếng như_vậy mong quán xem_xét cải_thiện chất_lượng dịch_vụ xứng_đáng khách_hàng trải_nghiệm tồi_tệ xem_thường
thái độ nhân viên không tốt khinh thường khách hàng nói chuyện thiếu tôn trọng với khách hàng,0,thái_độ nhân_viên không tốt khinh_thường khách_hàng nói_chuyện thiếu tôn_trọng với khách_hàng,thái_độ nhân_viên không tốt khinh_thường khách_hàng nói_chuyện thiếu tôn_trọng với khách_hàng,thái_độ nhân_viên khinh_thường khách_hàng nói_chuyện tôn_trọng khách_hàng
"đã thử nó chỉ để nói rằng tôi đã đến mickey dee ở việt nam, thật không may, nó có đầy đủ những người da trắng vô học mà không thể có đủ mcdonalds của họ trở về nhà mà họ cũng phải ăn nó ở đây đây là những người phàn nàn rằng người việt nam nói tiếng việt hoặc ném phù hợp tại bảo tàng chiến tranh lịch sử, tại sao bạn thậm chí rời khỏi đất nước của họ",0,"đã thử nó chỉ để nói rằng tôi đã đến mickey dee ở việt_nam , thật không may , nó có đầy_đủ những người da trắng vô_học mà không_thể có đủ mcdonalds của họ trở về nhà mà họ cũng phải ăn nó ở đây đây là những người phàn_nàn rằng người việt_nam nói tiếng việt hoặc ném phù_hợp tại bảo_tàng chiến_tranh lịch_sử , tại_sao bạn thậm_chí rời khỏi đất_nước của họ","đã thử nó chỉ để nói rằng tôi đã đến mickey dee ở việt_nam , thật không may , nó có đầy_đủ những người da trắng vô_học mà không_thể có đủ mcdonalds của họ trở về nhà mà họ cũng phải ăn nó ở đây đây là những người phàn_nàn rằng người việt_nam nói tiếng việt hoặc ném phù_hợp tại bảo_tàng chiến_tranh lịch_sử , tại_sao bạn thậm_chí rời khỏi đất_nước của họ",thử mickey dee việt_nam may đầy_đủ da trắng vô_học không_thể mcdonalds trở phàn_nàn việt_nam tiếng việt ném phù_hợp bảo_tàng chiến_tranh lịch_sử tại_sao thậm_chí rời đất_nước
được rồi,0,được rồi,được rồi,
"big mac signature của hãng mà ăn xong như chưa ăn gì, 66k mà nhỏ chưa được lòng bàn tay nữa. thương hiệu fast food bình dân thôi mà đồ ăn muốn nản, đừng bao giờ mong kiếm lời ở thị trường vn order lúc nào cũng không cho tương ớt. không bao giờ ăn lại",0,"big mac signature của hãng mà ăn xong như chưa ăn gì , 66k mà nhỏ chưa được lòng bàn_tay nữa . thương_hiệu fast food bình_dân thôi mà đồ_ăn muốn nản , đừng bao_giờ mong kiếm lời ở thị_trường vn order lúc_nào cũng không cho tương_ớt . không bao_giờ ăn lại","big mac signature của hãng mà ăn xong như chưa ăn gì , 66k mà nhỏ chưa được lòng bàn_tay nữa . thương_hiệu fast food bình_dân thôi mà đồ_ăn muốn nản , đừng bao_giờ mong kiếm lời ở thị_trường vn order lúc_nào cũng không cho tương_ớt . không bao_giờ ăn lại",big mac signature hãng xong 66k bàn_tay thương_hiệu fast food bình_dân đồ_ăn nản đừng bao_giờ mong kiếm thị_trường vn order lúc_nào tương_ớt bao_giờ
"thực phẩm giống nhau ở tất cả các vấn đề của macd là đỗ xe, có thể đỗ xe, sau đó không thể đỗ, trên và trên đó thay đổi hàng ngày",0,"thực_phẩm giống nhau ở tất_cả các vấn_đề của macd là đỗ xe , có_thể đỗ xe , sau đó không_thể đỗ , trên và trên đó thay_đổi hàng ngày","thực_phẩm giống nhau ở tất_cả các vấn_đề của macd là đỗ xe , có_thể đỗ xe , sau đó không_thể đỗ , trên và trên đó thay_đổi hàng ngày",thực_phẩm tất_cả vấn_đề macd đỗ xe có_thể đỗ xe không_thể đỗ thay_đổi hàng
quá tệ ngoài cái mác mcdonals,0,quá tệ ngoài cái mác mcdonals,quá tệ ngoài cái mác mcdonals,tệ mác mcdonals
quán mở cửa 247 tới đây quán đóng cửa mà trong khi đó trên google vẫn ghi mở cửa,0,quán mở_cửa 247 tới đây quán đóng_cửa mà trong khi đó trên google vẫn ghi mở_cửa,quán mở_cửa 247 tới đây quán đóng_cửa mà trong khi đó trên google vẫn ghi mở_cửa,quán mở_cửa 247 quán đóng_cửa google ghi mở_cửa
"túi khoai tây chiên luôn luôn trống một nửa mcdonald việt nam là một trò lừa đảo ở mọi nơi khác trên thế giới, chiếc túi nhiều hơn đầy đủ",0,"túi khoai_tây chiên luôn_luôn trống một_nửa mcdonald việt_nam là một trò lừa_đảo ở mọi nơi khác trên thế_giới , chiếc túi nhiều hơn đầy_đủ","túi khoai_tây chiên luôn_luôn trống một_nửa mcdonald việt_nam là một trò lừa_đảo ở mọi nơi khác trên thế_giới , chiếc túi nhiều hơn đầy_đủ",túi khoai_tây chiên luôn_luôn trống một_nửa mcdonald việt_nam trò lừa_đảo thế_giới túi đầy_đủ
quá đông,0,quá đông,quá đông,đông
"mỗi ngày tôi đến hà nội, tôi mua một gói khoai tây chiên khoai tây chiên tốt hơn so với những con chiên ở đài loan rẻ hơn đài loan nhưng hôm nay tôi đã ăn phần cứng màu trắng không xác định",0,"mỗi ngày tôi đến hà_nội , tôi mua một gói khoai_tây chiên khoai_tây chiên tốt hơn so với những con_chiên ở đài_loan rẻ hơn đài_loan nhưng hôm_nay tôi đã ăn phần_cứng màu trắng không xác_định","mỗi ngày tôi đến hà_nội , tôi mua một gói khoai_tây chiên khoai_tây chiên tốt hơn so với những con_chiên ở đài_loan rẻ hơn đài_loan nhưng hôm_nay tôi đã ăn phần_cứng màu trắng không xác_định",hà_nội mua gói khoai_tây chiên khoai_tây chiên con_chiên đài_loan rẻ đài_loan hôm_nay phần_cứng màu trắng xác_định
24 người bị đau bụng,0,24 người bị đau bụng,24 người bị đau bụng,24 đau bụng
hệ thống làm đơn ma phân biệt các ap .đơn nổ tới mà không bấm đơn cho tài xế .lại lần nào cũng như lần đó .đơn thì làm khá lâu,0,hệ_thống làm đơn ma phân_biệt các ap . đơn nổ tới mà không bấm đơn cho tài_xế . lại lần nào cũng như lần đó . đơn thì làm khá lâu,hệ_thống làm đơn ma phân_biệt các ap . đơn nổ tới mà không bấm đơn cho tài_xế . lại lần nào cũng như lần đó . đơn thì làm khá lâu,hệ_thống đơn ma phân_biệt ap đơn nổ bấm đơn tài_xế đơn
toilet ở đây thật kinh khủng,0,toilet ở đây thật kinh_khủng,toilet ở đây thật kinh_khủng,toilet kinh_khủng
"như cc ,lâu bỏ mẹ",0,"như cc , lâu bỏ_mẹ","như cc , lâu bỏ_mẹ",cc bỏ_mẹ
"thanh toán chuyển khoản xong, máy báo lỗi không ra hoá đơn cửa hàng không hoàn tiền mà bảo chuyển khoản thêm lần nữa rồi nói sẽ hoàn tiền sau, và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy",0,"thanh_toán chuyển_khoản xong , máy báo lỗi không ra hoá_đơn cửa_hàng không hoàn tiền mà bảo chuyển_khoản thêm lần nữa rồi nói sẽ hoàn tiền sau , và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy","thanh_toán chuyển_khoản xong , máy báo lỗi không ra hoá_đơn cửa_hàng không hoàn tiền mà bảo chuyển_khoản thêm lần nữa rồi nói sẽ hoàn tiền sau , và đến hnay là 1 tuần chưa hoàn tiền cho số đt nhưng gọi không bắt máy",thanh_toán chuyển_khoản xong máy báo lỗi hoá_đơn cửa_hàng hoàn tiền bảo chuyển_khoản hoàn tiền hnay 1 hoàn tiền đt gọi bắt máy
tôi gọi đê đăt bánh gần 10 cuộc goi nhưng không ai băt may. cung cách phục vụ xem thương khach hang quá sức.,0,tôi gọi đê đăt bánh gần 10 cuộc goi nhưng không ai băt may . cung_cách phục_vụ xem thương khach hang quá_sức .,tôi gọi đê đăt bánh gần 10 cuộc goi nhưng không ai băt may . cung_cách phục_vụ xem thương khach hang quá_sức .,gọi đê đăt bánh 10 goi băt may cung_cách phục_vụ thương khach hang quá_sức
"rất bẩn và có mùi trong nhà vệ sinh, bãi đậu xe để mua sắm không có mưa",0,"rất bẩn và có mùi trong nhà_vệ_sinh , bãi đậu xe để mua_sắm không có mưa","rất bẩn và có mùi trong nhà_vệ_sinh , bãi đậu xe để mua_sắm không có mưa",bẩn mùi nhà_vệ_sinh bãi đậu xe mua_sắm mưa
coi thường tài xế công nghệ,0,coi_thường tài_xế công_nghệ,coi_thường tài_xế công_nghệ,coi_thường tài_xế công_nghệ
"không được phục vụ món ăn theo yêu cầu rất nhiều lần, cảm giác rất khó chịu",0,"không được phục_vụ món ăn_theo yêu_cầu rất nhiều lần , cảm_giác rất khó_chịu","không được phục_vụ món ăn_theo yêu_cầu rất nhiều lần , cảm_giác rất khó_chịu",phục_vụ món ăn_theo yêu_cầu khó_chịu
đồ chơi xin đổi 2 cái khác cho 2 bé thì từ chối đổi. trong khi ở nhà thờ đức bà và đường 32 họ vẫn vui vẻ đổi,0,đồ_chơi xin đổi 2 cái khác cho 2 bé thì từ_chối đổi . trong khi ở nhà_thờ đức_bà và đường 32 họ vẫn vui_vẻ đổi,đồ_chơi xin đổi 2 cái khác cho 2 bé thì từ_chối đổi . trong khi ở nhà_thờ đức_bà và đường 32 họ vẫn vui_vẻ đổi,đồ_chơi đổi 2 2 bé từ_chối đổi nhà_thờ đức_bà đường 32 vui_vẻ đổi
cả cửa hàng chỉ có 1 nhà vệ sinh luôn trong tình trạng kẹt. quá tệ,0,cả cửa_hàng chỉ có 1 nhà_vệ_sinh luôn trong tình_trạng kẹt . quá tệ,cả cửa_hàng chỉ có 1 nhà_vệ_sinh luôn trong tình_trạng kẹt . quá tệ,cửa_hàng 1 nhà_vệ_sinh tình_trạng kẹt tệ
sao cái gì sáng việt nam cũng bị biến tướng theo hướng xấu nhỉ nhìn phần big mac bán ở vn mà mình thấy xấu hổ,0,sao cái gì sáng việt_nam cũng bị biến_tướng theo hướng xấu nhỉ nhìn phần big mac bán ở vn mà mình thấy xấu_hổ,sao cái gì sáng việt_nam cũng bị biến_tướng theo hướng xấu nhỉ nhìn phần big mac bán ở vn mà mình thấy xấu_hổ,việt_nam biến_tướng hướng xấu big mac vn xấu_hổ
"sự thiếu giải thích đầu tiên của mcdonald thức ăn xuất hiện, nhưng nếu bạn đang đứng và chờ đợi, ㅜㅜ đây là lần đầu tiên như thế này",0,"sự thiếu giải_thích đầu_tiên của mcdonald thức_ăn xuất_hiện , nhưng nếu bạn đang đứng và chờ_đợi , ㅜㅜ đây là lần đầu_tiên như thế_này","sự thiếu giải_thích đầu_tiên của mcdonald thức_ăn xuất_hiện , nhưng nếu bạn đang đứng và chờ_đợi , ㅜㅜ đây là lần đầu_tiên như thế_này",giải_thích đầu_tiên mcdonald thức_ăn xuất_hiện đứng chờ_đợi ㅜㅜ đầu_tiên thế_này
"tôi đã đặt hàng giao hàng, nhưng cola bị thiếu",0,"tôi đã đặt_hàng giao hàng , nhưng cola bị thiếu","tôi đã đặt_hàng giao hàng , nhưng cola bị thiếu",đặt_hàng giao hàng cola
"tài xế đến lấy hàng trời mưa hay nắng cũng không cho vào lấy,bắt lấy hàng đề nghị xem lại thái độ của quán với đối tác giao nhận",0,"tài_xế đến lấy hàng trời mưa hay nắng cũng không cho vào lấy , bắt lấy hàng đề_nghị xem_lại thái_độ của quán với đối_tác giao_nhận","tài_xế đến lấy hàng trời mưa hay nắng cũng không cho vào lấy , bắt lấy hàng đề_nghị xem_lại thái_độ của quán với đối_tác giao_nhận",tài_xế hàng trời mưa nắng bắt hàng đề_nghị xem_lại thái_độ quán đối_tác giao_nhận
mình cảm thấy không được tôn trọng vì thái độ của các bạn nhân viên bán hàng,0,mình cảm_thấy không được tôn_trọng vì thái_độ của các bạn nhân_viên bán hàng,mình cảm_thấy không được tôn_trọng vì thái_độ của các bạn nhân_viên bán hàng,tôn_trọng thái_độ nhân_viên hàng
lừa đảo chúng tôi muốn sử dụng các phiếu giảm giá rất hợp lệ của chúng tôi và họ đã làm cho nó hoạt động cho chúng tôi. chúng tôi đã tính toán trong nhiều giờ và nỗ lực rất nhiều vào nó. rất không chuyên nghiệp,0,lừa_đảo chúng_tôi muốn sử_dụng các phiếu giảm_giá rất hợp_lệ của chúng_tôi và họ đã làm cho nó hoạt_động cho chúng_tôi . chúng_tôi đã tính_toán trong nhiều giờ và nỗ_lực rất nhiều vào nó . rất không chuyên_nghiệp,lừa_đảo chúng_tôi muốn sử_dụng các phiếu giảm_giá rất hợp_lệ của chúng_tôi và họ đã làm cho nó hoạt_động cho chúng_tôi . chúng_tôi đã tính_toán trong nhiều giờ và nỗ_lực rất nhiều vào nó . rất không chuyên_nghiệp,lừa_đảo chúng_tôi sử_dụng phiếu giảm_giá hợp_lệ chúng_tôi hoạt_động chúng_tôi chúng_tôi tính_toán nỗ_lực chuyên_nghiệp
"nhân viên đông nhưng thái độ phục vụ ncl, coi thường khách hàng.",0,"nhân_viên đông nhưng thái_độ phục_vụ ncl , coi_thường khách_hàng .","nhân_viên đông nhưng thái_độ phục_vụ ncl , coi_thường khách_hàng .",nhân_viên đông thái_độ phục_vụ ncl coi_thường khách_hàng
"nhân viên thiếu linh hoạt khi tính tiền chậm chạp, giải thích trả lời vấn đề khách đại khái",0,"nhân_viên thiếu linh_hoạt khi tính tiền chậm_chạp , giải_thích trả_lời vấn_đề khách đại_khái","nhân_viên thiếu linh_hoạt khi tính tiền chậm_chạp , giải_thích trả_lời vấn_đề khách đại_khái",nhân_viên linh_hoạt tiền chậm_chạp giải_thích trả_lời vấn_đề đại_khái
